"ocun_ensembl_gid","ocun_feature_length"
"ENSOCUG00000024100",771
"ENSOCUG00000024101",272
"ENSOCUG00000024102",582
"ENSOCUG00000024103",546
"ENSOCUG00000024104",1045
"ENSOCUG00000024105",435
"ENSOCUG00000024106",96
"ENSOCUG00000024107",477
"ENSOCUG00000024108",3954
"ENSOCUG00000024109",477
"ENSOCUG00000024110",2766
"ENSOCUG00000024112",1743
"ENSOCUG00000024113",552
"ENSOCUG00000024114",1302
"ENSOCUG00000024115",888
"ENSOCUG00000024116",105
"ENSOCUG00000024117",431
"ENSOCUG00000024118",1733
"ENSOCUG00000024119",1002
"ENSOCUG00000024120",966
"ENSOCUG00000024121",1303
"ENSOCUG00000024122",1527
"ENSOCUG00000024123",270
"ENSOCUG00000024124",657
"ENSOCUG00000024125",2041
"ENSOCUG00000024126",1544
"ENSOCUG00000024127",1107
"ENSOCUG00000024128",1269
"ENSOCUG00000024129",525
"ENSOCUG00000024130",321
"ENSOCUG00000024132",1203
"ENSOCUG00000024133",435
"ENSOCUG00000024134",111
"ENSOCUG00000024135",1167
"ENSOCUG00000024136",524
"ENSOCUG00000024137",828
"ENSOCUG00000024138",2451
"ENSOCUG00000024139",1894
"ENSOCUG00000024140",1746
"ENSOCUG00000024141",894
"ENSOCUG00000024142",4901
"ENSOCUG00000024143",101
"ENSOCUG00000024144",106
"ENSOCUG00000024145",2756
"ENSOCUG00000024146",99
"ENSOCUG00000024148",519
"ENSOCUG00000024149",444
"ENSOCUG00000024150",2082
"ENSOCUG00000024151",882
"ENSOCUG00000024152",978
"ENSOCUG00000024153",164
"ENSOCUG00000024154",1455
"ENSOCUG00000024155",903
"ENSOCUG00000024156",3727
"ENSOCUG00000024157",276
"ENSOCUG00000024158",594
"ENSOCUG00000024159",765
"ENSOCUG00000024160",423
"ENSOCUG00000024161",1128
"ENSOCUG00000024162",1458
"ENSOCUG00000024163",164
"ENSOCUG00000024164",1110
"ENSOCUG00000024165",322
"ENSOCUG00000024166",85
"ENSOCUG00000024167",1944
"ENSOCUG00000024168",255
"ENSOCUG00000024169",136
"ENSOCUG00000024170",744
"ENSOCUG00000024171",744
"ENSOCUG00000024172",1062
"ENSOCUG00000024173",309
"ENSOCUG00000024174",2876
"ENSOCUG00000024175",945
"ENSOCUG00000024176",799
"ENSOCUG00000024177",300
"ENSOCUG00000024179",1150
"ENSOCUG00000024180",972
"ENSOCUG00000024181",1387
"ENSOCUG00000024182",915
"ENSOCUG00000024183",312
"ENSOCUG00000024184",1359
"ENSOCUG00000024185",927
"ENSOCUG00000024186",107
"ENSOCUG00000024187",624
"ENSOCUG00000024188",5582
"ENSOCUG00000024189",618
"ENSOCUG00000024190",483
"ENSOCUG00000024191",514
"ENSOCUG00000024192",1101
"ENSOCUG00000024194",1165
"ENSOCUG00000024195",1359
"ENSOCUG00000024196",828
"ENSOCUG00000024197",1116
"ENSOCUG00000024198",436
"ENSOCUG00000024199",912
"ENSOCUG00000024200",543
"ENSOCUG00000024201",918
"ENSOCUG00000024202",156
"ENSOCUG00000024203",1326
"ENSOCUG00000024204",435
"ENSOCUG00000024205",462
"ENSOCUG00000024206",1561
"ENSOCUG00000024207",125
"ENSOCUG00000024208",966
"ENSOCUG00000024209",97
"ENSOCUG00000024210",64
"ENSOCUG00000024211",1440
"ENSOCUG00000024212",2066
"ENSOCUG00000024213",582
"ENSOCUG00000024214",960
"ENSOCUG00000024215",2312
"ENSOCUG00000024216",3298
"ENSOCUG00000024217",330
"ENSOCUG00000024218",1137
"ENSOCUG00000024219",117
"ENSOCUG00000024220",115
"ENSOCUG00000024221",2502
"ENSOCUG00000024222",1148
"ENSOCUG00000024223",408
"ENSOCUG00000024224",135
"ENSOCUG00000024225",1478
"ENSOCUG00000024226",966
"ENSOCUG00000024227",858
"ENSOCUG00000024228",3607
"ENSOCUG00000024229",972
"ENSOCUG00000024230",936
"ENSOCUG00000024231",191
"ENSOCUG00000024232",91
"ENSOCUG00000024233",602
"ENSOCUG00000024234",2256
"ENSOCUG00000024235",462
"ENSOCUG00000024236",132
"ENSOCUG00000024237",849
"ENSOCUG00000024238",2541
"ENSOCUG00000024239",267
"ENSOCUG00000024240",96
"ENSOCUG00000024241",477
"ENSOCUG00000024242",164
"ENSOCUG00000024243",108
"ENSOCUG00000024244",1083
"ENSOCUG00000024245",1038
"ENSOCUG00000024246",879
"ENSOCUG00000024247",81
"ENSOCUG00000024248",436
"ENSOCUG00000024249",1008
"ENSOCUG00000024250",1585
"ENSOCUG00000024251",589
"ENSOCUG00000024252",471
"ENSOCUG00000024253",94
"ENSOCUG00000024254",924
"ENSOCUG00000024255",438
"ENSOCUG00000024256",468
"ENSOCUG00000024257",906
"ENSOCUG00000024258",429
"ENSOCUG00000024259",288
"ENSOCUG00000024260",678
"ENSOCUG00000024261",543
"ENSOCUG00000024262",792
"ENSOCUG00000024263",471
"ENSOCUG00000024264",1807
"ENSOCUG00000024265",930
"ENSOCUG00000024266",7317
"ENSOCUG00000024267",801
"ENSOCUG00000024268",4898
"ENSOCUG00000024269",726
"ENSOCUG00000024270",909
"ENSOCUG00000024271",4518
"ENSOCUG00000024272",2893
"ENSOCUG00000024273",2703
"ENSOCUG00000024274",936
"ENSOCUG00000024275",1036
"ENSOCUG00000024276",420
"ENSOCUG00000024277",783
"ENSOCUG00000024278",867
"ENSOCUG00000024279",969
"ENSOCUG00000024280",1332
"ENSOCUG00000024282",4745
"ENSOCUG00000024283",495
"ENSOCUG00000024284",62
"ENSOCUG00000024285",852
"ENSOCUG00000024286",594
"ENSOCUG00000024287",270
"ENSOCUG00000024288",927
"ENSOCUG00000024289",1020
"ENSOCUG00000024290",960
"ENSOCUG00000024291",396
"ENSOCUG00000024292",1582
"ENSOCUG00000024293",441
"ENSOCUG00000024294",321
"ENSOCUG00000024295",1088
"ENSOCUG00000024296",1624
"ENSOCUG00000024297",927
"ENSOCUG00000024298",459
"ENSOCUG00000024299",1587
"ENSOCUG00000024300",939
"ENSOCUG00000024301",978
"ENSOCUG00000024302",511
"ENSOCUG00000024303",1734
"ENSOCUG00000024304",7250
"ENSOCUG00000024305",107
"ENSOCUG00000024306",471
"ENSOCUG00000024307",753
"ENSOCUG00000024308",1599
"ENSOCUG00000024309",3534
"ENSOCUG00000024310",942
"ENSOCUG00000024311",313
"ENSOCUG00000024312",612
"ENSOCUG00000024313",497
"ENSOCUG00000024314",237
"ENSOCUG00000024315",402
"ENSOCUG00000024316",1326
"ENSOCUG00000024317",876
"ENSOCUG00000024318",1705
"ENSOCUG00000024319",1165
"ENSOCUG00000024320",1056
"ENSOCUG00000024321",312
"ENSOCUG00000024322",141
"ENSOCUG00000024323",492
"ENSOCUG00000024324",216
"ENSOCUG00000024325",138
"ENSOCUG00000024326",546
"ENSOCUG00000024328",1302
"ENSOCUG00000024329",939
"ENSOCUG00000024330",1788
"ENSOCUG00000024331",2427
"ENSOCUG00000024333",1851
"ENSOCUG00000024334",2024
"ENSOCUG00000024335",201
"ENSOCUG00000024336",334
"ENSOCUG00000024337",957
"ENSOCUG00000024338",915
"ENSOCUG00000024340",267
"ENSOCUG00000024341",2579
"ENSOCUG00000024342",334
"ENSOCUG00000024343",546
"ENSOCUG00000024344",450
"ENSOCUG00000024345",1101
"ENSOCUG00000024346",65
"ENSOCUG00000024347",118
"ENSOCUG00000024348",630
"ENSOCUG00000024349",3466
"ENSOCUG00000024350",1875
"ENSOCUG00000024351",132
"ENSOCUG00000024352",300
"ENSOCUG00000024354",1520
"ENSOCUG00000024356",942
"ENSOCUG00000024357",303
"ENSOCUG00000024358",2225
"ENSOCUG00000024359",519
"ENSOCUG00000024360",627
"ENSOCUG00000024361",296
"ENSOCUG00000024362",165
"ENSOCUG00000024363",878
"ENSOCUG00000024364",1653
"ENSOCUG00000024365",543
"ENSOCUG00000024366",252
"ENSOCUG00000024367",837
"ENSOCUG00000024368",336
"ENSOCUG00000024369",1341
"ENSOCUG00000024370",393
"ENSOCUG00000024371",513
"ENSOCUG00000024372",1819
"ENSOCUG00000024373",438
"ENSOCUG00000024374",936
"ENSOCUG00000024375",909
"ENSOCUG00000024376",119
"ENSOCUG00000024377",933
"ENSOCUG00000024378",2198
"ENSOCUG00000024379",3150
"ENSOCUG00000024380",303
"ENSOCUG00000024381",3309
"ENSOCUG00000024382",440
"ENSOCUG00000024383",470
"ENSOCUG00000024384",670
"ENSOCUG00000024385",303
"ENSOCUG00000024386",1771
"ENSOCUG00000024387",341
"ENSOCUG00000024388",77
"ENSOCUG00000024389",4298
"ENSOCUG00000024391",921
"ENSOCUG00000024392",791
"ENSOCUG00000024393",1322
"ENSOCUG00000024394",930
"ENSOCUG00000024395",1044
"ENSOCUG00000024396",107
"ENSOCUG00000024397",78
"ENSOCUG00000024398",1575
"ENSOCUG00000024399",1578
"ENSOCUG00000024400",57
"ENSOCUG00000024401",120
"ENSOCUG00000024402",855
"ENSOCUG00000024403",306
"ENSOCUG00000024404",483
"ENSOCUG00000024405",2687
"ENSOCUG00000024406",107
"ENSOCUG00000024407",315
"ENSOCUG00000024408",1138
"ENSOCUG00000024409",1757
"ENSOCUG00000024410",438
"ENSOCUG00000024411",859
"ENSOCUG00000024412",393
"ENSOCUG00000024413",96
"ENSOCUG00000024414",951
"ENSOCUG00000024415",609
"ENSOCUG00000024416",119
"ENSOCUG00000024417",520
"ENSOCUG00000024418",1053
"ENSOCUG00000024419",1326
"ENSOCUG00000024420",164
"ENSOCUG00000024421",74
"ENSOCUG00000024422",2818
"ENSOCUG00000024423",162
"ENSOCUG00000024425",1637
"ENSOCUG00000024426",95
"ENSOCUG00000024427",95
"ENSOCUG00000024428",897
"ENSOCUG00000024429",942
"ENSOCUG00000024430",420
"ENSOCUG00000024432",1245
"ENSOCUG00000024433",2035
"ENSOCUG00000024434",717
"ENSOCUG00000024435",57
"ENSOCUG00000024436",1773
"ENSOCUG00000024437",1059
"ENSOCUG00000024438",1545
"ENSOCUG00000024439",1814
"ENSOCUG00000024440",576
"ENSOCUG00000024441",681
"ENSOCUG00000024442",963
"ENSOCUG00000024443",1524
"ENSOCUG00000024444",2289
"ENSOCUG00000024445",462
"ENSOCUG00000024446",363
"ENSOCUG00000024447",1814
"ENSOCUG00000024448",164
"ENSOCUG00000024449",714
"ENSOCUG00000024450",192
"ENSOCUG00000024451",103
"ENSOCUG00000024452",843
"ENSOCUG00000024453",1347
"ENSOCUG00000024454",1194
"ENSOCUG00000024455",2148
"ENSOCUG00000024456",801
"ENSOCUG00000024457",1804
"ENSOCUG00000024458",543
"ENSOCUG00000024459",135
"ENSOCUG00000024460",110
"ENSOCUG00000024461",390
"ENSOCUG00000024462",411
"ENSOCUG00000024463",5621
"ENSOCUG00000024464",1356.5
"ENSOCUG00000024465",5437
"ENSOCUG00000024466",1734
"ENSOCUG00000024467",120
"ENSOCUG00000024468",1977
"ENSOCUG00000024469",351
"ENSOCUG00000024470",948
"ENSOCUG00000024471",1788
"ENSOCUG00000024472",285
"ENSOCUG00000024473",2460
"ENSOCUG00000024474",2990
"ENSOCUG00000024475",315
"ENSOCUG00000024476",1336
"ENSOCUG00000024477",92
"ENSOCUG00000024478",95
"ENSOCUG00000024479",615
"ENSOCUG00000024480",438
"ENSOCUG00000024481",2466
"ENSOCUG00000024482",2337
"ENSOCUG00000024483",483
"ENSOCUG00000024484",1470
"ENSOCUG00000024485",2110
"ENSOCUG00000024486",885
"ENSOCUG00000024487",1649.5
"ENSOCUG00000024488",724.5
"ENSOCUG00000024489",954
"ENSOCUG00000024490",104
"ENSOCUG00000024491",930
"ENSOCUG00000024492",3627
"ENSOCUG00000024493",900
"ENSOCUG00000024494",654
"ENSOCUG00000024495",3459
"ENSOCUG00000024496",660
"ENSOCUG00000024497",1921
"ENSOCUG00000024498",579
"ENSOCUG00000024499",1686
"ENSOCUG00000024500",107
"ENSOCUG00000024501",909
"ENSOCUG00000024502",156
"ENSOCUG00000024503",378
"ENSOCUG00000024504",642
"ENSOCUG00000024505",899
"ENSOCUG00000024506",699
"ENSOCUG00000024507",84
"ENSOCUG00000024508",492
"ENSOCUG00000024509",3014
"ENSOCUG00000024510",537
"ENSOCUG00000024511",3021
"ENSOCUG00000024512",1540.5
"ENSOCUG00000024513",7384
"ENSOCUG00000024514",52
"ENSOCUG00000024515",2495
"ENSOCUG00000024516",1419
"ENSOCUG00000024517",1050
"ENSOCUG00000024518",846
"ENSOCUG00000024519",110
"ENSOCUG00000024520",2614
"ENSOCUG00000024521",948
"ENSOCUG00000024522",1368
"ENSOCUG00000024523",249
"ENSOCUG00000024524",411
"ENSOCUG00000024525",2976
"ENSOCUG00000024526",345
"ENSOCUG00000024527",741
"ENSOCUG00000024528",1173
"ENSOCUG00000024529",5355
"ENSOCUG00000024530",424
"ENSOCUG00000024531",606
"ENSOCUG00000024532",294
"ENSOCUG00000024533",303
"ENSOCUG00000024534",771
"ENSOCUG00000024535",107
"ENSOCUG00000024536",228
"ENSOCUG00000024537",9135
"ENSOCUG00000024538",1662
"ENSOCUG00000024539",591
"ENSOCUG00000024540",1473
"ENSOCUG00000024541",2555
"ENSOCUG00000024542",107
"ENSOCUG00000024543",381
"ENSOCUG00000024544",1104
"ENSOCUG00000024545",6388
"ENSOCUG00000024546",1234
"ENSOCUG00000024547",291
"ENSOCUG00000024548",281
"ENSOCUG00000024549",288
"ENSOCUG00000024550",2263
"ENSOCUG00000024551",738
"ENSOCUG00000024552",878
"ENSOCUG00000024553",94
"ENSOCUG00000024554",163
"ENSOCUG00000024555",1131
"ENSOCUG00000024556",327
"ENSOCUG00000024557",477
"ENSOCUG00000024558",1118
"ENSOCUG00000024559",1272
"ENSOCUG00000024560",2642
"ENSOCUG00000024562",566
"ENSOCUG00000024563",762
"ENSOCUG00000024564",987
"ENSOCUG00000024565",336
"ENSOCUG00000024566",261
"ENSOCUG00000024567",2340
"ENSOCUG00000024568",615
"ENSOCUG00000024569",945
"ENSOCUG00000024570",1440
"ENSOCUG00000024571",107
"ENSOCUG00000024572",316
"ENSOCUG00000024573",924
"ENSOCUG00000024574",1044
"ENSOCUG00000024576",2412
"ENSOCUG00000024577",1276.5
"ENSOCUG00000024578",1537
"ENSOCUG00000024580",951
"ENSOCUG00000024581",2475
"ENSOCUG00000024582",1044
"ENSOCUG00000024583",933
"ENSOCUG00000024584",930
"ENSOCUG00000024585",447
"ENSOCUG00000024586",2195
"ENSOCUG00000024587",915
"ENSOCUG00000024588",864
"ENSOCUG00000024589",888
"ENSOCUG00000024590",1008
"ENSOCUG00000024591",468
"ENSOCUG00000024592",852
"ENSOCUG00000024593",5496
"ENSOCUG00000024594",2268
"ENSOCUG00000024595",5710
"ENSOCUG00000024596",915
"ENSOCUG00000024597",129
"ENSOCUG00000024598",789
"ENSOCUG00000024599",1005
"ENSOCUG00000024600",1023
"ENSOCUG00000024601",89
"ENSOCUG00000024602",480
"ENSOCUG00000024603",667.5
"ENSOCUG00000024604",1248
"ENSOCUG00000024605",144
"ENSOCUG00000024606",4360
"ENSOCUG00000024607",83
"ENSOCUG00000024608",2337
"ENSOCUG00000024609",642
"ENSOCUG00000024610",480.5
"ENSOCUG00000024611",1977
"ENSOCUG00000024612",1155
"ENSOCUG00000024613",396
"ENSOCUG00000024614",1591
"ENSOCUG00000024615",116
"ENSOCUG00000024616",87
"ENSOCUG00000024617",621
"ENSOCUG00000024618",814.5
"ENSOCUG00000024619",153
"ENSOCUG00000024620",966
"ENSOCUG00000024621",336
"ENSOCUG00000024623",543
"ENSOCUG00000024624",3216
"ENSOCUG00000024625",110
"ENSOCUG00000024626",106
"ENSOCUG00000024627",930
"ENSOCUG00000024628",297
"ENSOCUG00000024629",2520
"ENSOCUG00000024630",546
"ENSOCUG00000024631",1056
"ENSOCUG00000024632",882
"ENSOCUG00000024633",672
"ENSOCUG00000024634",597
"ENSOCUG00000024635",81
"ENSOCUG00000024636",1547
"ENSOCUG00000024637",624
"ENSOCUG00000024638",924
"ENSOCUG00000024639",723
"ENSOCUG00000024640",750
"ENSOCUG00000024641",375
"ENSOCUG00000024642",62
"ENSOCUG00000024643",942
"ENSOCUG00000024644",927
"ENSOCUG00000024645",1146
"ENSOCUG00000024646",498
"ENSOCUG00000024647",372
"ENSOCUG00000024648",1008
"ENSOCUG00000024649",843
"ENSOCUG00000024650",164
"ENSOCUG00000024651",798
"ENSOCUG00000024652",1108
"ENSOCUG00000024653",84
"ENSOCUG00000024654",849
"ENSOCUG00000024655",603
"ENSOCUG00000024656",1114
"ENSOCUG00000024657",2578
"ENSOCUG00000024658",1491
"ENSOCUG00000024659",2011
"ENSOCUG00000024660",488
"ENSOCUG00000024661",71
"ENSOCUG00000024662",131
"ENSOCUG00000024663",979.5
"ENSOCUG00000024664",2329.5
"ENSOCUG00000024665",68
"ENSOCUG00000024666",825
"ENSOCUG00000024667",864
"ENSOCUG00000024668",471
"ENSOCUG00000024669",1209
"ENSOCUG00000024670",2082
"ENSOCUG00000024671",119
"ENSOCUG00000024672",69
"ENSOCUG00000024673",1164
"ENSOCUG00000024674",276
"ENSOCUG00000024675",285
"ENSOCUG00000024676",555
"ENSOCUG00000024677",1553
"ENSOCUG00000024678",603
"ENSOCUG00000024679",759
"ENSOCUG00000024680",936
"ENSOCUG00000024681",102
"ENSOCUG00000024682",930
"ENSOCUG00000024683",504
"ENSOCUG00000024684",119
"ENSOCUG00000024685",481
"ENSOCUG00000024686",729
"ENSOCUG00000024687",336
"ENSOCUG00000024688",3691
"ENSOCUG00000024690",804
"ENSOCUG00000024691",771
"ENSOCUG00000024692",930
"ENSOCUG00000024694",666
"ENSOCUG00000024695",81
"ENSOCUG00000024696",312
"ENSOCUG00000024697",477
"ENSOCUG00000024698",288
"ENSOCUG00000024699",1491
"ENSOCUG00000024700",1139
"ENSOCUG00000024701",945
"ENSOCUG00000024702",381
"ENSOCUG00000024703",1372
"ENSOCUG00000024704",103
"ENSOCUG00000024705",1329
"ENSOCUG00000024706",133
"ENSOCUG00000024707",888
"ENSOCUG00000024708",255
"ENSOCUG00000024709",81
"ENSOCUG00000024710",2594
"ENSOCUG00000024711",930
"ENSOCUG00000024712",1323
"ENSOCUG00000024713",107
"ENSOCUG00000024714",1179
"ENSOCUG00000024715",825
"ENSOCUG00000024716",2399
"ENSOCUG00000024717",336
"ENSOCUG00000024719",1248
"ENSOCUG00000024720",191
"ENSOCUG00000024721",801
"ENSOCUG00000024722",777
"ENSOCUG00000024723",2013
"ENSOCUG00000024724",834
"ENSOCUG00000024725",897
"ENSOCUG00000024726",1498.5
"ENSOCUG00000024727",108
"ENSOCUG00000024728",792
"ENSOCUG00000024729",456
"ENSOCUG00000024730",522
"ENSOCUG00000024731",579
"ENSOCUG00000024732",2343
"ENSOCUG00000024733",1341
"ENSOCUG00000024734",4677
"ENSOCUG00000024735",3093
"ENSOCUG00000024736",4074
"ENSOCUG00000024737",107
"ENSOCUG00000024738",1365
"ENSOCUG00000024739",2940
"ENSOCUG00000024740",936
"ENSOCUG00000024741",1658
"ENSOCUG00000024742",960
"ENSOCUG00000024743",774
"ENSOCUG00000024744",271
"ENSOCUG00000024745",2645
"ENSOCUG00000024746",86
"ENSOCUG00000024747",1093.5
"ENSOCUG00000024748",276
"ENSOCUG00000024749",321
"ENSOCUG00000024750",1520
"ENSOCUG00000024751",1364
"ENSOCUG00000024752",1332
"ENSOCUG00000024753",1352
"ENSOCUG00000024754",1068
"ENSOCUG00000024755",3267
"ENSOCUG00000024756",2337
"ENSOCUG00000024757",1488
"ENSOCUG00000024758",2541
"ENSOCUG00000024759",369
"ENSOCUG00000024760",789
"ENSOCUG00000024761",234
"ENSOCUG00000024762",240
"ENSOCUG00000024763",945
"ENSOCUG00000024764",1524
"ENSOCUG00000024765",657
"ENSOCUG00000024766",866
"ENSOCUG00000024767",104
"ENSOCUG00000024768",633
"ENSOCUG00000024769",107
"ENSOCUG00000024770",110
"ENSOCUG00000024771",111
"ENSOCUG00000024772",804
"ENSOCUG00000024773",1380
"ENSOCUG00000024774",990
"ENSOCUG00000024775",939
"ENSOCUG00000024776",264
"ENSOCUG00000024777",1984
"ENSOCUG00000024778",300
"ENSOCUG00000024779",780
"ENSOCUG00000024780",1010
"ENSOCUG00000024781",930
"ENSOCUG00000024782",1788
"ENSOCUG00000024783",1155
"ENSOCUG00000024784",1705
"ENSOCUG00000024785",936
"ENSOCUG00000024786",354
"ENSOCUG00000024787",2988
"ENSOCUG00000024788",999
"ENSOCUG00000024789",2760
"ENSOCUG00000024790",1878
"ENSOCUG00000024791",966
"ENSOCUG00000024792",1239
"ENSOCUG00000024793",327
"ENSOCUG00000024794",585
"ENSOCUG00000024795",1395
"ENSOCUG00000024796",86
"ENSOCUG00000024797",759
"ENSOCUG00000024799",933
"ENSOCUG00000024800",81
"ENSOCUG00000024801",1245
"ENSOCUG00000024802",216
"ENSOCUG00000024803",106
"ENSOCUG00000024804",873
"ENSOCUG00000024805",5867
"ENSOCUG00000024806",918
"ENSOCUG00000024807",357
"ENSOCUG00000024808",126
"ENSOCUG00000024809",107
"ENSOCUG00000024810",89
"ENSOCUG00000024811",127
"ENSOCUG00000024812",306
"ENSOCUG00000024813",912
"ENSOCUG00000024814",5020
"ENSOCUG00000024815",438
"ENSOCUG00000024816",522
"ENSOCUG00000024817",5591
"ENSOCUG00000024818",1071
"ENSOCUG00000024819",74
"ENSOCUG00000024820",930
"ENSOCUG00000024821",825
"ENSOCUG00000024822",164
"ENSOCUG00000024823",585
"ENSOCUG00000024824",111
"ENSOCUG00000024825",2069
"ENSOCUG00000024826",1656
"ENSOCUG00000024827",107
"ENSOCUG00000024828",1128
"ENSOCUG00000024829",104
"ENSOCUG00000024830",465
"ENSOCUG00000024831",753
"ENSOCUG00000024832",1878
"ENSOCUG00000024833",574
"ENSOCUG00000024834",465
"ENSOCUG00000024835",2578
"ENSOCUG00000024836",1164
"ENSOCUG00000024837",1326
"ENSOCUG00000024838",507
"ENSOCUG00000024839",945
"ENSOCUG00000024840",2279
"ENSOCUG00000024841",1164
"ENSOCUG00000024842",5752
"ENSOCUG00000024843",284
"ENSOCUG00000024844",75
"ENSOCUG00000024845",1758
"ENSOCUG00000024846",441
"ENSOCUG00000024847",2817
"ENSOCUG00000024848",1104
"ENSOCUG00000024849",4746
"ENSOCUG00000024850",1524
"ENSOCUG00000024851",994
"ENSOCUG00000024852",939
"ENSOCUG00000024853",77
"ENSOCUG00000024854",313
"ENSOCUG00000024855",322
"ENSOCUG00000024856",299
"ENSOCUG00000024857",651
"ENSOCUG00000024858",107
"ENSOCUG00000024859",446
"ENSOCUG00000024860",558
"ENSOCUG00000024861",5729
"ENSOCUG00000024862",852
"ENSOCUG00000024863",411
"ENSOCUG00000024864",753
"ENSOCUG00000024865",930
"ENSOCUG00000024866",5398
"ENSOCUG00000024867",134
"ENSOCUG00000024868",74
"ENSOCUG00000024869",709
"ENSOCUG00000024871",1851
"ENSOCUG00000024872",999
"ENSOCUG00000024873",402
"ENSOCUG00000024874",936
"ENSOCUG00000024875",92
"ENSOCUG00000024876",300
"ENSOCUG00000024877",1352.5
"ENSOCUG00000024878",393
"ENSOCUG00000024879",327
"ENSOCUG00000024880",2266
"ENSOCUG00000024881",690
"ENSOCUG00000024882",876
"ENSOCUG00000024883",497
"ENSOCUG00000024884",948
"ENSOCUG00000024886",3643
"ENSOCUG00000024887",2720
"ENSOCUG00000024888",939
"ENSOCUG00000024889",504
"ENSOCUG00000024890",285
"ENSOCUG00000024891",1110
"ENSOCUG00000024892",3402
"ENSOCUG00000024893",492
"ENSOCUG00000024894",873
"ENSOCUG00000024895",514
"ENSOCUG00000024896",164
"ENSOCUG00000024897",390
"ENSOCUG00000024898",2118
"ENSOCUG00000024899",3135
"ENSOCUG00000024900",930
"ENSOCUG00000024901",1155
"ENSOCUG00000024902",106
"ENSOCUG00000024903",339
"ENSOCUG00000024904",921
"ENSOCUG00000024905",915
"ENSOCUG00000024906",1296
"ENSOCUG00000024907",81
"ENSOCUG00000024908",1323
"ENSOCUG00000024909",159
"ENSOCUG00000024910",819
"ENSOCUG00000024911",750
"ENSOCUG00000024912",174
"ENSOCUG00000024913",313
"ENSOCUG00000024914",1112.5
"ENSOCUG00000024916",723
"ENSOCUG00000024917",85
"ENSOCUG00000024918",104
"ENSOCUG00000024919",2611
"ENSOCUG00000024920",923
"ENSOCUG00000024921",103
"ENSOCUG00000024922",3381
"ENSOCUG00000024924",933
"ENSOCUG00000024925",564
"ENSOCUG00000024926",888
"ENSOCUG00000024927",297
"ENSOCUG00000024928",939
"ENSOCUG00000024929",510
"ENSOCUG00000024930",82
"ENSOCUG00000024931",777
"ENSOCUG00000024932",405
"ENSOCUG00000024933",420
"ENSOCUG00000024934",975
"ENSOCUG00000024935",4334
"ENSOCUG00000024936",104
"ENSOCUG00000024937",1071
"ENSOCUG00000024938",369
"ENSOCUG00000024939",1410
"ENSOCUG00000024940",108
"ENSOCUG00000024941",264
"ENSOCUG00000024942",798
"ENSOCUG00000024943",119
"ENSOCUG00000024944",562
"ENSOCUG00000024945",510
"ENSOCUG00000024946",1190
"ENSOCUG00000024947",339
"ENSOCUG00000024948",411
"ENSOCUG00000024949",891
"ENSOCUG00000024950",951
"ENSOCUG00000024951",985.5
"ENSOCUG00000024952",86
"ENSOCUG00000024953",7362
"ENSOCUG00000024954",1415
"ENSOCUG00000024955",495
"ENSOCUG00000024956",2085
"ENSOCUG00000024957",864
"ENSOCUG00000024958",156
"ENSOCUG00000024959",561
"ENSOCUG00000024960",597
"ENSOCUG00000024961",109
"ENSOCUG00000024962",1666.5
"ENSOCUG00000024963",924
"ENSOCUG00000024964",891
"ENSOCUG00000024965",315
"ENSOCUG00000024966",2027.5
"ENSOCUG00000024967",1034
"ENSOCUG00000024968",795
"ENSOCUG00000024969",2079
"ENSOCUG00000024970",89
"ENSOCUG00000024971",870
"ENSOCUG00000024972",146
"ENSOCUG00000024973",510
"ENSOCUG00000024974",444
"ENSOCUG00000024976",924
"ENSOCUG00000024977",2053.5
"ENSOCUG00000024978",1810
"ENSOCUG00000024979",778
"ENSOCUG00000024980",81
"ENSOCUG00000024981",1482
"ENSOCUG00000024982",1446
"ENSOCUG00000024983",191
"ENSOCUG00000024984",2391
"ENSOCUG00000024985",621
"ENSOCUG00000024986",363
"ENSOCUG00000024987",936
"ENSOCUG00000024988",291
"ENSOCUG00000024989",948
"ENSOCUG00000024990",582
"ENSOCUG00000024991",5335
"ENSOCUG00000024992",684
"ENSOCUG00000024993",2389
"ENSOCUG00000024994",924
"ENSOCUG00000024995",291
"ENSOCUG00000024996",3846
"ENSOCUG00000024997",1719
"ENSOCUG00000024998",516
"ENSOCUG00000024999",705
"ENSOCUG00000025000",522
"ENSOCUG00000025001",5187
"ENSOCUG00000025002",381
"ENSOCUG00000025003",104
"ENSOCUG00000025004",282
"ENSOCUG00000025005",3112
"ENSOCUG00000025006",686
"ENSOCUG00000025007",114
"ENSOCUG00000025008",435
"ENSOCUG00000025009",467
"ENSOCUG00000025010",516
"ENSOCUG00000025011",258
"ENSOCUG00000025012",3610
"ENSOCUG00000025013",1863
"ENSOCUG00000025014",82
"ENSOCUG00000025015",3591
"ENSOCUG00000025016",1657.5
"ENSOCUG00000025017",579
"ENSOCUG00000025018",1419
"ENSOCUG00000025019",351
"ENSOCUG00000025020",1269
"ENSOCUG00000025021",72
"ENSOCUG00000025022",243
"ENSOCUG00000025023",1263
"ENSOCUG00000025024",452
"ENSOCUG00000025025",906
"ENSOCUG00000025026",2321
"ENSOCUG00000025027",408
"ENSOCUG00000025028",87
"ENSOCUG00000025029",2500
"ENSOCUG00000025031",4986
"ENSOCUG00000025032",1947
"ENSOCUG00000025033",1416
"ENSOCUG00000025034",456
"ENSOCUG00000025035",465
