"mdom_ensembl_gid","mdom_gene_name","dnov_ensembl_gid","dnov_gene_name","dnov_homology_type","ocun_ensembl_gid","ocun_gene_name","ocun_homology_type"
"ENSMODG00000007917","ZNF396","ENSDNOG00000041114","ZNF396","ortholog_one2one","ENSOCUG00000016039","ZNF396","ortholog_one2one"
"ENSMODG00000007800","PMP22","ENSDNOG00000037582","PMP22","ortholog_one2one","ENSOCUG00000026099","PMP22","ortholog_one2one"
"ENSMODG00000007665","TEKT3","ENSDNOG00000014017","TEKT3","ortholog_one2one","ENSOCUG00000017414","TEKT3","ortholog_one2one"
"ENSMODG00000007588","CDRT4","ENSDNOG00000009944","CDRT4","ortholog_one2one","ENSOCUG00000006017","CDRT4","ortholog_one2one"
"ENSMODG00000025676","","ENSDNOG00000007609","TVP23B","ortholog_one2one","ENSOCUG00000000498","TVP23B","ortholog_one2one"
"ENSMODG00000007499","","ENSDNOG00000025675","","ortholog_one2one","ENSOCUG00000015802","","ortholog_one2one"
"ENSMODG00000007419","METRNL","ENSDNOG00000030754","METRNL","ortholog_one2one","ENSOCUG00000014245","METRNL","ortholog_one2one"
"ENSMODG00000007411","B3GNTL1","ENSDNOG00000023702","B3GNTL1","ortholog_one2one","ENSOCUG00000017245","B3GNTL1","ortholog_one2one"
"ENSMODG00000007389","ZNF750","ENSDNOG00000047189","ZNF750","ortholog_one2one","ENSOCUG00000002305","ZNF750","ortholog_one2one"
"ENSMODG00000007315","FN3KRP","ENSDNOG00000036992","FN3KRP","ortholog_one2one","ENSOCUG00000017059","FN3KRP","ortholog_one2one"
"ENSMODG00000007285","WDR45B","ENSDNOG00000025840","WDR45B","ortholog_one2one","ENSOCUG00000016868","WDR45B","ortholog_one2one"
"ENSMODG00000007122","C17orf62","ENSDNOG00000046108","C17orf62","ortholog_one2one","ENSOCUG00000026027","C17orf62","ortholog_one2one"
"ENSMODG00000007111","HEXDC","ENSDNOG00000047778","HEXDC","ortholog_one2one","ENSOCUG00000001897","HEXDC","ortholog_one2one"
"ENSMODG00000007092","OGFOD3","ENSDNOG00000003450","OGFOD3","ortholog_one2one","ENSOCUG00000023793","OGFOD3","ortholog_one2one"
"ENSMODG00000013359","GNAO1","ENSDNOG00000036164","GNAO1","ortholog_one2one","ENSOCUG00000017203","GNAO1","ortholog_one2one"
"ENSMODG00000013378","OGFOD1","ENSDNOG00000007406","OGFOD1","ortholog_one2one","ENSOCUG00000017235","OGFOD1","ortholog_one2one"
"ENSMODG00000016155","","ENSDNOG00000031062","","ortholog_one2one","ENSOCUG00000024185","","ortholog_one2one"
"ENSMODG00000013389","BBS2","ENSDNOG00000007422","BBS2","ortholog_one2one","ENSOCUG00000017254","BBS2","ortholog_one2one"
"ENSMODG00000013408","NUP93","ENSDNOG00000015036","NUP93","ortholog_one2one","ENSOCUG00000002193","NUP93","ortholog_one2one"
"ENSMODG00000013445","SLC12A3","ENSDNOG00000015054","SLC12A3","ortholog_one2one","ENSOCUG00000010040","SLC12A3","ortholog_one2one"
"ENSMODG00000013465","HERPUD1","ENSDNOG00000015081","HERPUD1","ortholog_one2one","ENSOCUG00000010054","HERPUD1","ortholog_one2one"
"ENSMODG00000016142","","ENSDNOG00000033381","","ortholog_one2one","ENSOCUG00000023168","","ortholog_one2one"
"ENSMODG00000013492","FAM192A","ENSDNOG00000010122","FAM192A","ortholog_one2one","ENSOCUG00000000572","FAM192A","ortholog_one2one"
"ENSMODG00000013505","RSPRY1","ENSDNOG00000010134","RSPRY1","ortholog_one2one","ENSOCUG00000000577","RSPRY1","ortholog_one2one"
"ENSMODG00000013511","ARL2BP","ENSDNOG00000002395","ARL2BP","ortholog_one2one","ENSOCUG00000000582","ARL2BP","ortholog_one2one"
"ENSMODG00000013509","PLLP","ENSDNOG00000004865","PLLP","ortholog_one2one","ENSOCUG00000007353","PLLP","ortholog_one2one"
"ENSMODG00000013515","CCL22","ENSDNOG00000035891","CCL22","ortholog_one2one","ENSOCUG00000015478","CCL22","ortholog_one2one"
"ENSMODG00000013516","CX3CL1","ENSDNOG00000024157","CX3CL1","ortholog_one2one","ENSOCUG00000007482","CX3CL1","ortholog_one2one"
"ENSMODG00000025755","CCL17","ENSDNOG00000035626","CCL17","ortholog_one2one","ENSOCUG00000026533","CCL17","ortholog_one2one"
"ENSMODG00000013522","CIAPIN1","ENSDNOG00000039865","CIAPIN1","ortholog_one2one","ENSOCUG00000007485","CIAPIN1","ortholog_one2one"
"ENSMODG00000013530","COQ9","ENSDNOG00000000874","COQ9","ortholog_one2one","ENSOCUG00000014974","COQ9","ortholog_one2one"
"ENSMODG00000013547","DOK4","ENSDNOG00000045703","DOK4","ortholog_one2one","ENSOCUG00000026040","DOK4","ortholog_one2one"
"ENSMODG00000013551","CCDC102A","ENSDNOG00000015615","CCDC102A","ortholog_one2one","ENSOCUG00000021509","CCDC102A","ortholog_one2one"
"ENSMODG00000013656","DNTTIP1","ENSDNOG00000003085","DNTTIP1","ortholog_one2one","ENSOCUG00000012169","DNTTIP1","ortholog_one2one"
"ENSMODG00000013661","UBE2C","ENSDNOG00000036387","UBE2C","ortholog_one2one","ENSOCUG00000012176","UBE2C","ortholog_one2one"
"ENSMODG00000013675","SNX21","ENSDNOG00000003088","SNX21","ortholog_one2one","ENSOCUG00000012182","SNX21","ortholog_one2one"
"ENSMODG00000013679","ACOT8","ENSDNOG00000003089","ACOT8","ortholog_one2one","ENSOCUG00000012187","ACOT8","ortholog_one2one"
"ENSMODG00000013681","ZSWIM3","ENSDNOG00000003090","ZSWIM3","ortholog_one2one","ENSOCUG00000012190","ZSWIM3","ortholog_one2one"
"ENSMODG00000023425","ZSWIM1","ENSDNOG00000003091","ZSWIM1","ortholog_one2one","ENSOCUG00000012194","ZSWIM1","ortholog_one2one"
"ENSMODG00000013685","SPATA25","ENSDNOG00000031127","SPATA25","ortholog_one2one","ENSOCUG00000012195","SPATA25","ortholog_one2one"
"ENSMODG00000013688","NEURL2","ENSDNOG00000037577","NEURL2","ortholog_one2one","ENSOCUG00000022882","NEURL2","ortholog_one2one"
"ENSMODG00000013697","CTSA","ENSDNOG00000003092","CTSA","ortholog_one2one","ENSOCUG00000000740","CTSA","ortholog_one2one"
"ENSMODG00000013711","PLTP","ENSDNOG00000035228","PLTP","ortholog_one2one","ENSOCUG00000000744","PLTP","ortholog_one2one"
"ENSMODG00000013721","PCIF1","ENSDNOG00000003094","PCIF1","ortholog_one2one","ENSOCUG00000016040","PCIF1","ortholog_one2one"
"ENSMODG00000013728","ZNF335","ENSDNOG00000041163","ZNF335","ortholog_one2one","ENSOCUG00000016059","ZNF335","ortholog_one2one"
"ENSMODG00000013741","MMP9","ENSDNOG00000031096","MMP9","ortholog_one2one","ENSOCUG00000016101","MMP9","ortholog_one2one"
"ENSMODG00000013854","SLC12A5","ENSDNOG00000003096","SLC12A5","ortholog_one2one","ENSOCUG00000003118","SLC12A5","ortholog_one2one"
"ENSMODG00000013866","NCOA5","ENSDNOG00000003097","NCOA5","ortholog_one2one","ENSOCUG00000005627","NCOA5","ortholog_one2one"
"ENSMODG00000013875","CD40","ENSDNOG00000040994","CD40","ortholog_one2one","ENSOCUG00000005631","CD40","ortholog_one2one"
"ENSMODG00000013882","CDH22","ENSDNOG00000048453","CDH22","ortholog_one2one","ENSOCUG00000014684","CDH22","ortholog_one2one"
"ENSMODG00000013884","SLC35C2","ENSDNOG00000015190","SLC35C2","ortholog_one2one","ENSOCUG00000013391","SLC35C2","ortholog_one2one"
"ENSMODG00000013914","ELMO2","ENSDNOG00000002235","ELMO2","ortholog_one2one","ENSOCUG00000007650","ELMO2","ortholog_one2one"
"ENSMODG00000013942","TGM6","ENSDNOG00000047340","TGM6","ortholog_one2one","ENSOCUG00000014031","TGM6","ortholog_one2one"
"ENSMODG00000013946","TGM3","ENSDNOG00000009896","TGM3","ortholog_one2one","ENSOCUG00000001114","TGM3","ortholog_one2one"
"ENSMODG00000013948","STK35","ENSDNOG00000013352","STK35","ortholog_one2one","ENSOCUG00000000907","STK35","ortholog_one2one"
"ENSMODG00000013953","PDYN","ENSDNOG00000005078","PDYN","ortholog_one2one","ENSOCUG00000005246","PDYN","ortholog_one2one"
"ENSMODG00000003958","COL27A1","ENSDNOG00000016150","COL24A1","ortholog_one2one","ENSOCUG00000004590","COL27A1","ortholog_one2one"
"ENSMODG00000003966","KIF12","ENSDNOG00000000945","KIF12","ortholog_one2one","ENSOCUG00000002800","KIF12","ortholog_one2one"
"ENSMODG00000004020","AMBP","ENSDNOG00000041911","AMBP","ortholog_one2one","ENSOCUG00000007542","AMBP","ortholog_one2one"
"ENSMODG00000004063","ZNF618","ENSDNOG00000012611","ZNF618","ortholog_one2one","ENSOCUG00000002794","ZNF618","ortholog_one2one"
"ENSMODG00000004164","RGS3","ENSDNOG00000034782","RGS3","ortholog_one2one","ENSOCUG00000008240","RGS3","ortholog_one2one"
"ENSMODG00000004358","POLE3","ENSDNOG00000010618","POLE3","ortholog_one2one","ENSOCUG00000005854","POLE3","ortholog_one2one"
"ENSMODG00000004392","ALAD","ENSDNOG00000002098","ALAD","ortholog_one2one","ENSOCUG00000005846","ALAD","ortholog_one2one"
"ENSMODG00000023373","HDHD3","ENSDNOG00000036849","HDHD3","ortholog_one2one","ENSOCUG00000005843","HDHD3","ortholog_one2one"
"ENSMODG00000004416","WDR31","ENSDNOG00000013243","WDR31","ortholog_one2one","ENSOCUG00000014251","WDR31","ortholog_one2one"
"ENSMODG00000023370","RNF183","ENSDNOG00000047222","RNF183","ortholog_one2one","ENSOCUG00000005054","RNF183","ortholog_one2one"
"ENSMODG00000023369","SLC31A1","ENSDNOG00000043661","SLC31A1","ortholog_one2one","ENSOCUG00000005040","SLC31A1","ortholog_one2one"
"ENSMODG00000004548","FKBP15","ENSDNOG00000015250","FKBP15","ortholog_one2one","ENSOCUG00000005028","FKBP15","ortholog_one2one"
"ENSMODG00000004560","SLC31A2","ENSDNOG00000015244","SLC31A2","ortholog_one2one","ENSOCUG00000026691","SLC31A2","ortholog_one2one"
"ENSMODG00000016045","UBD","ENSDNOG00000013676","UBD","ortholog_one2one","ENSOCUG00000028108","UBD","ortholog_one2one"
"ENSMODG00000004613","FAM129B","ENSDNOG00000024691","FAM129B","ortholog_one2one","ENSOCUG00000004918","FAM129B","ortholog_one2one"
"ENSMODG00000016036","GABBR1","ENSDNOG00000037035","GABBR1","ortholog_one2one","ENSOCUG00000015575","GABBR1","ortholog_one2one"
"ENSMODG00000004636","STXBP1","ENSDNOG00000012899","STXBP1","ortholog_one2one","ENSOCUG00000016172","STXBP1","ortholog_one2one"
"ENSMODG00000016030","MOG","ENSDNOG00000045213","MOG","ortholog_one2one","ENSOCUG00000015616","MOG","ortholog_one2one"
"ENSMODG00000005503","PTRH1","ENSDNOG00000024194","PTRH1","ortholog_one2one","ENSOCUG00000006894","PTRH1","ortholog_one2one"
"ENSMODG00000005518","TOR2A","ENSDNOG00000009948","TOR2A","ortholog_one2one","ENSOCUG00000006907","TOR2A","ortholog_one2one"
"ENSMODG00000005542","SH2D3C","ENSDNOG00000045359","SH2D3C","ortholog_one2one","ENSOCUG00000021885","SH2D3C","ortholog_one2one"
"ENSMODG00000005594","FPGS","ENSDNOG00000040942","FPGS","ortholog_one2one","ENSOCUG00000029729","FPGS","ortholog_one2one"
"ENSMODG00000023828","TRIM40","ENSDNOG00000036692","TRIM40","ortholog_one2one","ENSOCUG00000015671","TRIM40","ortholog_one2one"
"ENSMODG00000005639","AK1","ENSDNOG00000039309","AK1","ortholog_one2one","ENSOCUG00000005171","AK1","ortholog_one2one"
"ENSMODG00000005649","ST6GALNAC6","ENSDNOG00000037953","ST6GALNAC6","ortholog_one2one","ENSOCUG00000026208","ST6GALNAC6","ortholog_one2one"
"ENSMODG00000005663","PIP5KL1","ENSDNOG00000047322","PIP5KL1","ortholog_one2one","ENSOCUG00000026071","PIP5KL1","ortholog_one2one"
"ENSMODG00000005695","NAIF1","ENSDNOG00000034148","NAIF1","ortholog_one2one","ENSOCUG00000013385","NAIF1","ortholog_one2one"
"ENSMODG00000005725","SLC25A25","ENSDNOG00000042927","SLC25A25","ortholog_one2one","ENSOCUG00000007130","SLC25A25","ortholog_one2one"
"ENSMODG00000005748","PTGES2","ENSDNOG00000012002","PTGES2","ortholog_one2one","ENSOCUG00000026400","PTGES2","ortholog_one2one"
"ENSMODG00000005754","C9orf16","ENSDNOG00000023665","C9orf16","ortholog_one2one","ENSOCUG00000015982","C9orf16","ortholog_one2one"
"ENSMODG00000015977","","ENSDNOG00000033345","TRIM39","ortholog_one2one","ENSOCUG00000014141","RLA-A3","ortholog_one2one"
"ENSMODG00000015964","GNL1","ENSDNOG00000041571","GNL1","ortholog_one2one","ENSOCUG00000002110","GNL1","ortholog_one2one"
"ENSMODG00000015953","ABCF1","ENSDNOG00000045599","ABCF1","ortholog_one2one","ENSOCUG00000002121","ABCF1","ortholog_one2one"
"ENSMODG00000005919","SWI5","ENSDNOG00000037556","SWI5","ortholog_one2one","ENSOCUG00000005318","SWI5","ortholog_one2one"
"ENSMODG00000005951","COQ4","ENSDNOG00000007007","COQ4","ortholog_one2one","ENSOCUG00000016196","COQ4","ortholog_one2one"
"ENSMODG00000005970","SLC27A4","ENSDNOG00000037021","SLC27A4","ortholog_one2one","ENSOCUG00000008838","SLC27A4","ortholog_one2one"
"ENSMODG00000023353","URM1","ENSDNOG00000039086","URM1","ortholog_one2one","ENSOCUG00000008848","URM1","ortholog_one2one"
"ENSMODG00000005999","CERCAM","ENSDNOG00000000342","CERCAM","ortholog_one2one","ENSOCUG00000008855","CERCAM","ortholog_one2one"
"ENSMODG00000006078","ODF2","ENSDNOG00000002783","ODF2","ortholog_one2one","ENSOCUG00000012298","ODF2","ortholog_one2one"
"ENSMODG00000006252","SPTAN1","ENSDNOG00000002787","SPTAN1","ortholog_one2one","ENSOCUG00000012332","SPTAN1","ortholog_one2one"
"ENSMODG00000015941","PPP1R10","ENSDNOG00000048565","PPP1R10","ortholog_one2one","ENSOCUG00000002132","PPP1R10","ortholog_one2one"
"ENSMODG00000006276","WDR34","ENSDNOG00000002790","WDR34","ortholog_one2one","ENSOCUG00000012360","WDR34","ortholog_one2one"
"ENSMODG00000006395","PKN3","ENSDNOG00000041810","PKN3","ortholog_one2one","ENSOCUG00000004922","PKN3","ortholog_one2one"
"ENSMODG00000015933","MRPS18B","ENSDNOG00000032393","MRPS18B","ortholog_one2one","ENSOCUG00000002149","MRPS18B","ortholog_one2one"
"ENSMODG00000006425","ZER1","ENSDNOG00000002803","ZER1","ortholog_one2one","ENSOCUG00000008973","ZER1","ortholog_one2one"
"ENSMODG00000015926","ATAT1","ENSDNOG00000035082","ATAT1","ortholog_one2one","ENSOCUG00000002153","ATAT1","ortholog_one2one"
"ENSMODG00000006451","TBC1D13","ENSDNOG00000025500","TBC1D13","ortholog_one2one","ENSOCUG00000016872","TBC1D13","ortholog_one2one"
"ENSMODG00000015898","C6orf136","ENSDNOG00000045176","C6orf136","ortholog_one2one","ENSOCUG00000002160","C6orf136","ortholog_one2one"
"ENSMODG00000015890","DHX16","ENSDNOG00000030864","DHX16","ortholog_one2one","ENSOCUG00000002163","DHX16","ortholog_one2one"
"ENSMODG00000015875","NRM","ENSDNOG00000033643","NRM","ortholog_one2one","ENSOCUG00000002178","NRM","ortholog_one2one"
"ENSMODG00000006491","LRRC8A","ENSDNOG00000042590","LRRC8A","ortholog_one2one","ENSOCUG00000001729","LRRC8A","ortholog_one2one"
"ENSMODG00000006519","PHYHD1","ENSDNOG00000011832","PHYHD1","ortholog_one2one","ENSOCUG00000004894","PHYHD1","ortholog_one2one"
"ENSMODG00000015873","MDC1","ENSDNOG00000042851","MDC1","ortholog_one2one","ENSOCUG00000002181","MDC1","ortholog_one2one"
"ENSMODG00000023342","DOLK","ENSDNOG00000011846","DOLK","ortholog_one2one","ENSOCUG00000000321","DOLK","ortholog_one2one"
"ENSMODG00000023805","TUBB","ENSDNOG00000046657","TUBB","ortholog_one2one","ENSOCUG00000002187","TUBB","ortholog_one2one"
"ENSMODG00000006611","","ENSDNOG00000011851","NUP188","ortholog_one2one","ENSOCUG00000000323","","ortholog_one2one"
"ENSMODG00000006632","SH3GLB2","ENSDNOG00000035101","SH3GLB2","ortholog_one2one","ENSOCUG00000000328","SH3GLB2","ortholog_one2one"
"ENSMODG00000006670","FAM73B","ENSDNOG00000041472","FAM73B","ortholog_one2one","ENSOCUG00000012585","FAM73B","ortholog_one2one"
"ENSMODG00000006683","DOLPP1","ENSDNOG00000005043","DOLPP1","ortholog_one2one","ENSOCUG00000027372","DOLPP1","ortholog_one2one"
"ENSMODG00000006706","CRAT","ENSDNOG00000005051","CRAT","ortholog_one2one","ENSOCUG00000027939","CRAT","ortholog_one2one"
"ENSMODG00000006724","PPP2R4","ENSDNOG00000039209","PPP2R4","ortholog_one2one","ENSOCUG00000003042","PPP2R4","ortholog_one2one"
"ENSMODG00000006772","PRRX2","ENSDNOG00000032969","PRRX2","ortholog_one2one","ENSOCUG00000001724","PRRX2","ortholog_one2one"
"ENSMODG00000006776","PTGES","ENSDNOG00000001310","PTGES","ortholog_one2one","ENSOCUG00000023769","PTGES","ortholog_one2one"
"ENSMODG00000006789","TOR1B","ENSDNOG00000004485","TOR1B","ortholog_one2one","ENSOCUG00000026278","TOR1B","ortholog_one2one"
"ENSMODG00000006810","TOR1A","ENSDNOG00000019212","TOR1A","ortholog_one2one","ENSOCUG00000022073","TOR1A","ortholog_one2one"
"ENSMODG00000006832","C9orf78","ENSDNOG00000019214","C9orf78","ortholog_one2one","ENSOCUG00000022608","C9orf78","ortholog_one2one"
"ENSMODG00000006916","USP20","ENSDNOG00000035058","USP20","ortholog_one2one","ENSOCUG00000000679","USP20","ortholog_one2one"
"ENSMODG00000015865","FLOT1","ENSDNOG00000049032","FLOT1","ortholog_one2one","ENSOCUG00000017308","FLOT1","ortholog_one2one"
"ENSMODG00000006998","FNBP1","ENSDNOG00000019220","FNBP1","ortholog_one2one","ENSOCUG00000005859","FNBP1","ortholog_one2one"
"ENSMODG00000007041","GPR107","ENSDNOG00000004178","GPR107","ortholog_one2one","ENSOCUG00000014841","GPR107","ortholog_one2one"
"ENSMODG00000011793","HMCN2","ENSDNOG00000033946","HMCN2","ortholog_one2one","ENSOCUG00000017433","HMCN2","ortholog_one2one"
"ENSMODG00000015862","IER3","ENSDNOG00000034439","IER3","ortholog_one2one","ENSOCUG00000016451","IER3","ortholog_one2one"
"ENSMODG00000015860","DDR1","ENSDNOG00000034212","DDR1","ortholog_one2one","ENSOCUG00000016487","DDR1","ortholog_one2one"
"ENSMODG00000012093","ASS1","ENSDNOG00000038544","ASS1","ortholog_one2one","ENSOCUG00000009045","ASS1","ortholog_one2one"
"ENSMODG00000012105","FUBP3","ENSDNOG00000014533","FUBP3","ortholog_one2one","ENSOCUG00000006183","FUBP3","ortholog_one2one"
"ENSMODG00000012108","PRDM12","ENSDNOG00000042302","PRDM12","ortholog_one2one","ENSOCUG00000008241","PRDM12","ortholog_one2one"
"ENSMODG00000012126","ABL1","ENSDNOG00000011197","ABL1","ortholog_one2one","ENSOCUG00000007140","ABL1","ortholog_one2one"
"ENSMODG00000012138","FIBCD1","ENSDNOG00000007685","FIBCD1","ortholog_one2one","ENSOCUG00000011264","FIBCD1","ortholog_one2one"
"ENSMODG00000012155","LAMC3","ENSDNOG00000015381","LAMC3","ortholog_one2one","ENSOCUG00000027230","LAMC3","ortholog_one2one"
"ENSMODG00000012396","NUP214","ENSDNOG00000016954","NUP214","ortholog_one2one","ENSOCUG00000001005","NUP214","ortholog_one2one"
"ENSMODG00000012402","FAM78A","ENSDNOG00000036183","FAM78A","ortholog_one2one","ENSOCUG00000006768","FAM78A","ortholog_one2one"
"ENSMODG00000012404","PPAPDC3","ENSDNOG00000033977","PPAPDC3","ortholog_one2one","ENSOCUG00000000944","PPAPDC3","ortholog_one2one"
"ENSMODG00000012449","POMT1","ENSDNOG00000049744","POMT1","ortholog_one2one","ENSOCUG00000022260","POMT1","ortholog_one2one"
"ENSMODG00000012460","UCK1","ENSDNOG00000044026","UCK1","ortholog_one2one","ENSOCUG00000011867","UCK1","ortholog_one2one"
"ENSMODG00000012492","RAPGEF1","ENSDNOG00000005701","RAPGEF1","ortholog_one2one","ENSOCUG00000000234","RAPGEF1","ortholog_one2one"
"ENSMODG00000012499","MED27","ENSDNOG00000018182","MED27","ortholog_one2one","ENSOCUG00000013118","MED27","ortholog_one2one"
"ENSMODG00000012535","SETX","ENSDNOG00000016840","SETX","ortholog_one2one","ENSOCUG00000005616","SETX","ortholog_one2one"
"ENSMODG00000012538","TTF1","ENSDNOG00000014161","TTF1","ortholog_one2one","ENSOCUG00000005633","TTF1","ortholog_one2one"
"ENSMODG00000028455","C9orf171","ENSDNOG00000046193","C9orf171","ortholog_one2one","ENSOCUG00000029220","C9orf171","ortholog_one2one"
"ENSMODG00000012544","BARHL1","ENSDNOG00000005808","BARHL1","ortholog_one2one","ENSOCUG00000022030","BARHL1","ortholog_one2one"
"ENSMODG00000012555","DDX31","ENSDNOG00000009865","DDX31","ortholog_one2one","ENSOCUG00000008739","DDX31","ortholog_one2one"
"ENSMODG00000012559","GTF3C4","ENSDNOG00000040012","GTF3C4","ortholog_one2one","ENSOCUG00000008751","GTF3C4","ortholog_one2one"
"ENSMODG00000012561","AK8","ENSDNOG00000017112","AK8","ortholog_one2one","ENSOCUG00000025866","AK8","ortholog_one2one"
"ENSMODG00000012565","C9orf9","ENSDNOG00000014209","C9orf9","ortholog_one2one","ENSOCUG00000014254","C9orf9","ortholog_one2one"
"ENSMODG00000012600","GFI1B","ENSDNOG00000036528","GFI1B","ortholog_one2one","ENSOCUG00000001793","GFI1B","ortholog_one2one"
"ENSMODG00000012620","GTF3C5","ENSDNOG00000015105","GTF3C5","ortholog_one2one","ENSOCUG00000011741","GTF3C5","ortholog_one2one"
"ENSMODG00000012628","CEL","ENSDNOG00000015119","CEL","ortholog_one2one","ENSOCUG00000009597","CEL","ortholog_one2one"
"ENSMODG00000023799","CDSN","ENSDNOG00000049594","CDSN","ortholog_one2one","ENSOCUG00000006280","CDSN","ortholog_one2one"
"ENSMODG00000015834","PSORS1C2","ENSDNOG00000006987","PSORS1C2","ortholog_one2one","ENSOCUG00000027593","PSORS1C2","ortholog_one2one"
"ENSMODG00000012689","CCDC180","ENSDNOG00000001092","CCDC180","ortholog_one2one","ENSOCUG00000029006","CCDC180","ortholog_one2one"
"ENSMODG00000015813","TCF19","ENSDNOG00000003961","TCF19","ortholog_one2one","ENSOCUG00000017153","TCF19","ortholog_one2one"
"ENSMODG00000012967","ADAMTS13","ENSDNOG00000048133","ADAMTS13","ortholog_one2one","ENSOCUG00000004384","ADAMTS13","ortholog_one2one"
"ENSMODG00000015791","DDX39B","ENSDNOG00000010215","DDX39B","ortholog_one2one","ENSOCUG00000024126","DDX39B","ortholog_one2one"
"ENSMODG00000012977","CACFD1","ENSDNOG00000047115","CACFD1","ortholog_one2one","ENSOCUG00000027560","CACFD1","ortholog_one2one"
"ENSMODG00000013013","DBH","ENSDNOG00000035869","DBH","ortholog_one2one","ENSOCUG00000015044","DBH","ortholog_one2one"
"ENSMODG00000013121","BRD3","ENSDNOG00000004936","BRD3","ortholog_one2one","ENSOCUG00000005097","BRD3","ortholog_one2one"
"ENSMODG00000013206","COL5A1","ENSDNOG00000033051","COL5A1","ortholog_one2one","ENSOCUG00000025148","COL5A1","ortholog_one2one"
"ENSMODG00000015787","","ENSDNOG00000035703","ATP6V1G2","ortholog_one2one","ENSOCUG00000028158","ATP6V1G2","ortholog_one2one"
"ENSMODG00000015785","NFKBIL1","ENSDNOG00000010235","NFKBIL1","ortholog_one2one","ENSOCUG00000015065","NFKBIL1","ortholog_one2one"
"ENSMODG00000015782","LTA","ENSDNOG00000048100","LTA","ortholog_one2one","ENSOCUG00000006694","LTA","ortholog_one2one"
"ENSMODG00000015780","TNF","ENSDNOG00000042888","TNF","ortholog_one2one","ENSOCUG00000006698","TNF","ortholog_one2one"
"ENSMODG00000015774","LTB","ENSDNOG00000016414","LTB","ortholog_one2one","ENSOCUG00000006703","LTB","ortholog_one2one"
"ENSMODG00000015695","PRRC2A","ENSDNOG00000038277","PRRC2A","ortholog_one2one","ENSOCUG00000007879","PRRC2A","ortholog_one2one"
"ENSMODG00000015317","BAG6","ENSDNOG00000018720","BAG6","ortholog_one2one","ENSOCUG00000007909","BAG6","ortholog_one2one"
"ENSMODG00000017583","SEC16A","ENSDNOG00000047209","SEC16A","ortholog_one2one","ENSOCUG00000025377","SEC16A","ortholog_one2one"
"ENSMODG00000015298","APOM","ENSDNOG00000018724","APOM","ortholog_one2one","ENSOCUG00000007928","APOM","ortholog_one2one"
"ENSMODG00000015294","C6orf47","ENSDNOG00000018726","C6orf47","ortholog_one2one","ENSOCUG00000007933","C6orf47","ortholog_one2one"
"ENSMODG00000015291","GPANK1","ENSDNOG00000018727","GPANK1","ortholog_one2one","ENSOCUG00000021491","GPANK1","ortholog_one2one"
"ENSMODG00000015287","CSNK2B","ENSDNOG00000048286","CSNK2B","ortholog_one2one","ENSOCUG00000023483","CSNK2B","ortholog_one2one"
"ENSMODG00000015277","ABHD16A","ENSDNOG00000036484","ABHD16A","ortholog_one2one","ENSOCUG00000023272","ABHD16A","ortholog_one2one"
"ENSMODG00000017535","CAMSAP1","ENSDNOG00000046303","CAMSAP1","ortholog_one2one","ENSOCUG00000002359","CAMSAP1","ortholog_one2one"
"ENSMODG00000029445","","ENSDNOG00000012256","","ortholog_one2one","ENSOCUG00000001826","","ortholog_one2one"
"ENSMODG00000015265","","ENSDNOG00000038245","LY6G6D","ortholog_one2one","ENSOCUG00000026911","","ortholog_one2one"
"ENSMODG00000015256","LY6G6C","ENSDNOG00000032832","LY6G6C","ortholog_one2one","ENSOCUG00000007958","LY6G6C","ortholog_one2one"
"ENSMODG00000015244","DDAH2","ENSDNOG00000015718","DDAH2","ortholog_one2one","ENSOCUG00000022267","DDAH2","ortholog_one2one"
"ENSMODG00000015240","CLIC1","ENSDNOG00000031048","CLIC1","ortholog_one2one","ENSOCUG00000022545","CLIC1","ortholog_one2one"
"ENSMODG00000017349","RABL6","ENSDNOG00000042902","RABL6","ortholog_one2one","ENSOCUG00000023404","RABL6","ortholog_one2one"
"ENSMODG00000015230","","ENSDNOG00000015567","","ortholog_one2one","ENSOCUG00000007965","","ortholog_one2one"
"ENSMODG00000015215","VWA7","ENSDNOG00000034734","VWA7","ortholog_one2one","ENSOCUG00000007980","VWA7","ortholog_one2one"
"ENSMODG00000017313","LCN2","ENSDNOG00000039053","LCN2","ortholog_one2one","ENSOCUG00000021002","LCN2","ortholog_one2one"
"ENSMODG00000015177","LSM2","ENSDNOG00000002633","LSM2","ortholog_one2one","ENSOCUG00000002583","LSM2","ortholog_one2one"
"ENSMODG00000015149","NEU1","ENSDNOG00000043068","NEU1","ortholog_one2one","ENSOCUG00000006968","NEU1","ortholog_one2one"
"ENSMODG00000015138","SLC44A4","ENSDNOG00000037836","SLC44A4","ortholog_one2one","ENSOCUG00000006970","SLC44A4","ortholog_one2one"
"ENSMODG00000015011","EHMT2","ENSDNOG00000039505","","ortholog_one2one","ENSOCUG00000006980","EHMT2","ortholog_one2one"
"ENSMODG00000015093","","ENSDNOG00000042923","C2","ortholog_one2one","ENSOCUG00000029682","","ortholog_one2one"
"ENSMODG00000017231","ENTPD8","ENSDNOG00000038740","ENTPD8","ortholog_one2one","ENSOCUG00000017564","ENTPD8","ortholog_one2one"
"ENSMODG00000015052","SKIV2L","ENSDNOG00000037590","SKIV2L","ortholog_one2one","ENSOCUG00000007019","SKIV2L","ortholog_one2one"
