"mdom_ensembl_gid","mdom_feature_length"
"ENSMODG00000023142",2943
"ENSMODG00000023143",271
"ENSMODG00000023144",483
"ENSMODG00000023145",1257
"ENSMODG00000023146",1920
"ENSMODG00000023147",1773
"ENSMODG00000023148",1356
"ENSMODG00000023149",1581
"ENSMODG00000023150",1515
"ENSMODG00000023152",984
"ENSMODG00000023153",467
"ENSMODG00000023154",999
"ENSMODG00000023155",357
"ENSMODG00000023158",849
"ENSMODG00000023160",945
"ENSMODG00000023161",948
"ENSMODG00000023162",1005
"ENSMODG00000023163",4735
"ENSMODG00000023164",657
"ENSMODG00000023165",351
"ENSMODG00000023166",436
"ENSMODG00000023167",231
"ENSMODG00000023168",1131
"ENSMODG00000023169",648
"ENSMODG00000023170",3183
"ENSMODG00000023171",264
"ENSMODG00000023172",450
"ENSMODG00000023173",448
"ENSMODG00000023174",450
"ENSMODG00000023175",213
"ENSMODG00000023176",321
"ENSMODG00000023177",141
"ENSMODG00000023178",273
"ENSMODG00000023179",309
"ENSMODG00000023180",816
"ENSMODG00000023181",3578
"ENSMODG00000023182",516
"ENSMODG00000023183",877
"ENSMODG00000023184",705
"ENSMODG00000023185",1407
"ENSMODG00000023186",1401
"ENSMODG00000023187",537
"ENSMODG00000023188",469
"ENSMODG00000023189",4089
"ENSMODG00000023190",678
"ENSMODG00000023191",237
"ENSMODG00000023192",1191
"ENSMODG00000023193",921
"ENSMODG00000023195",852
"ENSMODG00000023196",288
"ENSMODG00000023198",522
"ENSMODG00000023199",214
"ENSMODG00000023200",238.5
"ENSMODG00000023201",208
"ENSMODG00000023202",1125
"ENSMODG00000023203",945
"ENSMODG00000023204",1008
"ENSMODG00000023205",870
"ENSMODG00000023206",555
"ENSMODG00000023207",276
"ENSMODG00000023208",852
"ENSMODG00000023209",570
"ENSMODG00000023210",587
"ENSMODG00000023211",330
"ENSMODG00000023212",204
"ENSMODG00000023213",363
"ENSMODG00000023214",327
"ENSMODG00000023215",356
"ENSMODG00000023216",1491
"ENSMODG00000023217",825
"ENSMODG00000023218",1119
"ENSMODG00000023219",927
"ENSMODG00000023220",927
"ENSMODG00000023221",927
"ENSMODG00000023222",927
"ENSMODG00000023223",948
"ENSMODG00000023224",960
"ENSMODG00000023225",393
"ENSMODG00000023226",1404
"ENSMODG00000023227",1194
"ENSMODG00000023228",408
"ENSMODG00000023229",935
"ENSMODG00000023230",231
"ENSMODG00000023231",950
"ENSMODG00000023233",6157
"ENSMODG00000023234",465
"ENSMODG00000023235",1465
"ENSMODG00000023236",579
"ENSMODG00000023237",597
"ENSMODG00000023238",1697
"ENSMODG00000023239",1500
"ENSMODG00000023240",1539
"ENSMODG00000023241",273
"ENSMODG00000023242",840
"ENSMODG00000023243",1482
"ENSMODG00000023246",1371
"ENSMODG00000023247",536
"ENSMODG00000023248",1146
"ENSMODG00000023249",1164
"ENSMODG00000023250",1407
"ENSMODG00000023252",241
"ENSMODG00000023253",1631
"ENSMODG00000023254",978
"ENSMODG00000023255",1259
"ENSMODG00000023256",531
"ENSMODG00000023257",405
"ENSMODG00000023258",1863
"ENSMODG00000023259",375
"ENSMODG00000023260",903
"ENSMODG00000023261",5266
"ENSMODG00000023262",1570
"ENSMODG00000023263",464
"ENSMODG00000023264",5319
"ENSMODG00000023265",4698
"ENSMODG00000023267",672
"ENSMODG00000023268",579
"ENSMODG00000023269",228
"ENSMODG00000023271",511
"ENSMODG00000023272",1434
"ENSMODG00000023273",922
"ENSMODG00000023274",240
"ENSMODG00000023275",942
"ENSMODG00000023276",471
"ENSMODG00000023277",3350
"ENSMODG00000023278",660
"ENSMODG00000023279",405
"ENSMODG00000023280",228
"ENSMODG00000023281",513
"ENSMODG00000023282",219
"ENSMODG00000023283",495
"ENSMODG00000023284",489
"ENSMODG00000023285",1221
"ENSMODG00000023287",750
"ENSMODG00000023289",948
"ENSMODG00000023290",864
"ENSMODG00000023291",1180
"ENSMODG00000023292",954
"ENSMODG00000023293",945
"ENSMODG00000023294",1071
"ENSMODG00000023295",543
"ENSMODG00000023296",141
"ENSMODG00000023297",810
"ENSMODG00000023298",738
"ENSMODG00000023299",822
"ENSMODG00000023300",588
"ENSMODG00000023301",1206
"ENSMODG00000023302",492
"ENSMODG00000023304",1254
"ENSMODG00000023305",972
"ENSMODG00000023306",930
"ENSMODG00000023307",560
"ENSMODG00000023308",637
"ENSMODG00000023309",282
"ENSMODG00000023310",561
"ENSMODG00000023311",276
"ENSMODG00000023312",1020
"ENSMODG00000023313",1032
"ENSMODG00000023314",1041
"ENSMODG00000023315",1077
"ENSMODG00000023316",1077
"ENSMODG00000023317",1020
"ENSMODG00000023318",1041
"ENSMODG00000023319",1038
"ENSMODG00000023320",1694
"ENSMODG00000023321",1512
"ENSMODG00000023322",258
"ENSMODG00000023323",1140
"ENSMODG00000023325",417
"ENSMODG00000023326",648
"ENSMODG00000023328",372
"ENSMODG00000023329",156
"ENSMODG00000023330",400
"ENSMODG00000023331",1231
"ENSMODG00000023332",213
"ENSMODG00000023333",255
"ENSMODG00000023335",3507
"ENSMODG00000023336",1767
"ENSMODG00000023337",1721
"ENSMODG00000023338",543
"ENSMODG00000023340",852
"ENSMODG00000023341",801
"ENSMODG00000023342",1623
"ENSMODG00000023344",240
"ENSMODG00000023346",861
"ENSMODG00000023348",279
"ENSMODG00000023349",822
"ENSMODG00000023350",1467
"ENSMODG00000023351",309
"ENSMODG00000023352",1080
"ENSMODG00000023353",303
"ENSMODG00000023354",7281
"ENSMODG00000023355",450
"ENSMODG00000023356",1128
"ENSMODG00000023357",4165.5
"ENSMODG00000023358",984
"ENSMODG00000023359",1428
"ENSMODG00000023360",666
"ENSMODG00000023361",915
"ENSMODG00000023362",945
"ENSMODG00000023363",435
"ENSMODG00000023364",2307
"ENSMODG00000023365",2632
"ENSMODG00000023366",1464
"ENSMODG00000023367",1716
"ENSMODG00000023368",2715
"ENSMODG00000023369",479
"ENSMODG00000023370",573
"ENSMODG00000023371",1290
"ENSMODG00000023372",714
"ENSMODG00000023373",747
"ENSMODG00000023374",3090
"ENSMODG00000023375",1527
"ENSMODG00000023376",2907
"ENSMODG00000023379",3006
"ENSMODG00000023380",2609
"ENSMODG00000023381",975
"ENSMODG00000023383",4717
"ENSMODG00000023384",1127
"ENSMODG00000023385",1254
"ENSMODG00000023386",2838
"ENSMODG00000023387",924
"ENSMODG00000023388",2158
"ENSMODG00000023389",1224
"ENSMODG00000023390",7106
"ENSMODG00000023391",1281
"ENSMODG00000023392",519
"ENSMODG00000023393",806
"ENSMODG00000023394",2082
"ENSMODG00000023395",2337
"ENSMODG00000023396",3846
"ENSMODG00000023397",4588
"ENSMODG00000023398",846
"ENSMODG00000023399",2346
"ENSMODG00000023400",489
"ENSMODG00000023401",1014
"ENSMODG00000023402",1068
"ENSMODG00000023403",579
"ENSMODG00000023404",497
"ENSMODG00000023406",369
"ENSMODG00000023407",185
"ENSMODG00000023408",357
"ENSMODG00000023409",670
"ENSMODG00000023410",369
"ENSMODG00000023411",747
"ENSMODG00000023412",369
"ENSMODG00000023414",885
"ENSMODG00000023415",551
"ENSMODG00000023416",557
"ENSMODG00000023417",477
"ENSMODG00000023418",333
"ENSMODG00000023419",610
"ENSMODG00000023420",626
"ENSMODG00000023421",1797
"ENSMODG00000023422",1067
"ENSMODG00000023423",1158
"ENSMODG00000023424",669
"ENSMODG00000023425",1377
"ENSMODG00000023426",2319
"ENSMODG00000023428",729
"ENSMODG00000023429",1098
"ENSMODG00000023430",2318
"ENSMODG00000023431",3091
"ENSMODG00000023432",1200
"ENSMODG00000023433",5384
"ENSMODG00000023434",202
"ENSMODG00000023435",6201
"ENSMODG00000023436",2367
"ENSMODG00000023437",2349
"ENSMODG00000023439",2028
"ENSMODG00000023441",2214
"ENSMODG00000023442",660
"ENSMODG00000023443",3629
"ENSMODG00000023444",1187
"ENSMODG00000023445",294
"ENSMODG00000023447",4761
"ENSMODG00000023448",876
"ENSMODG00000023449",3355
"ENSMODG00000023450",5007
"ENSMODG00000023451",1527
"ENSMODG00000023452",1968
"ENSMODG00000023453",1650
"ENSMODG00000023454",633
"ENSMODG00000023455",2440
"ENSMODG00000023456",2298
"ENSMODG00000023457",2367
"ENSMODG00000023458",2322
"ENSMODG00000023459",2979
"ENSMODG00000023460",2295
"ENSMODG00000023461",930
"ENSMODG00000023462",960
"ENSMODG00000023463",930
"ENSMODG00000023464",924
"ENSMODG00000023465",2204
"ENSMODG00000023466",1026
"ENSMODG00000023467",5847
"ENSMODG00000023468",912
"ENSMODG00000023469",2541
"ENSMODG00000023470",1167
"ENSMODG00000023471",903
"ENSMODG00000023472",3075
"ENSMODG00000023473",6887
"ENSMODG00000023474",5886
"ENSMODG00000023475",1350
"ENSMODG00000023477",807
"ENSMODG00000023478",501
"ENSMODG00000023479",264
"ENSMODG00000023480",1530
"ENSMODG00000023481",2658
"ENSMODG00000023482",1574
"ENSMODG00000023483",2082
"ENSMODG00000023484",5519
"ENSMODG00000023485",1341
"ENSMODG00000023486",798
"ENSMODG00000023487",504
"ENSMODG00000023488",858
"ENSMODG00000023489",540
"ENSMODG00000023490",714
"ENSMODG00000023491",1064
"ENSMODG00000023492",247
"ENSMODG00000023493",960
"ENSMODG00000023494",453
"ENSMODG00000023495",1119
"ENSMODG00000023496",936
"ENSMODG00000023497",936
"ENSMODG00000023498",409
"ENSMODG00000023499",963
"ENSMODG00000023500",945
"ENSMODG00000023501",951
"ENSMODG00000023502",942
"ENSMODG00000023503",846
"ENSMODG00000023504",939
"ENSMODG00000023505",328
"ENSMODG00000023507",1027
"ENSMODG00000023508",1067
"ENSMODG00000023509",1612.5
"ENSMODG00000023510",1513
"ENSMODG00000023511",2895
"ENSMODG00000023512",1617
"ENSMODG00000023513",5568
"ENSMODG00000023514",357
"ENSMODG00000023515",211
"ENSMODG00000023516",1588
"ENSMODG00000023517",2552
"ENSMODG00000023518",1065
"ENSMODG00000023520",1420
"ENSMODG00000023521",2310
"ENSMODG00000023522",1533
"ENSMODG00000023523",1347
"ENSMODG00000023524",2616
"ENSMODG00000023525",912
"ENSMODG00000023526",882
"ENSMODG00000023527",882
"ENSMODG00000023528",232
"ENSMODG00000023529",471
"ENSMODG00000023530",933
"ENSMODG00000023531",942
"ENSMODG00000023532",732
"ENSMODG00000023533",951
"ENSMODG00000023534",249
"ENSMODG00000023535",942
"ENSMODG00000023536",939
"ENSMODG00000023537",273
"ENSMODG00000023538",936
"ENSMODG00000023539",936
"ENSMODG00000023540",1704
"ENSMODG00000023541",1179
"ENSMODG00000023542",1035
"ENSMODG00000023543",2250
"ENSMODG00000023544",2082
"ENSMODG00000023545",1605
"ENSMODG00000023546",957
"ENSMODG00000023547",1962
"ENSMODG00000023548",945
"ENSMODG00000023549",310
"ENSMODG00000023550",486
"ENSMODG00000023551",1281
"ENSMODG00000023552",1359
"ENSMODG00000023553",1230
"ENSMODG00000023554",267
"ENSMODG00000023555",2247
"ENSMODG00000023556",1143
"ENSMODG00000023558",951
"ENSMODG00000023559",3257
"ENSMODG00000023560",792
"ENSMODG00000023561",1787
"ENSMODG00000023562",3224
"ENSMODG00000023564",984
"ENSMODG00000023565",978
"ENSMODG00000023566",1365
"ENSMODG00000023567",966
"ENSMODG00000023568",453
"ENSMODG00000023569",686
"ENSMODG00000023570",7236
"ENSMODG00000023571",375
"ENSMODG00000023572",294
"ENSMODG00000023573",384
"ENSMODG00000023575",1194
"ENSMODG00000023576",261
"ENSMODG00000023577",375
"ENSMODG00000023578",2400
"ENSMODG00000023579",3630
"ENSMODG00000023580",417
"ENSMODG00000023581",407
"ENSMODG00000023582",552
"ENSMODG00000023583",405
"ENSMODG00000023584",412
"ENSMODG00000023585",470
"ENSMODG00000023586",4153
"ENSMODG00000023587",464
"ENSMODG00000023588",891
"ENSMODG00000023589",6811
"ENSMODG00000023590",5826
"ENSMODG00000023591",411
"ENSMODG00000023592",688
"ENSMODG00000023594",5884
"ENSMODG00000023595",2087
"ENSMODG00000023596",1341
"ENSMODG00000023597",2991
"ENSMODG00000023598",8756
"ENSMODG00000023599",2757
"ENSMODG00000023600",951
"ENSMODG00000023601",2835
"ENSMODG00000023602",942
"ENSMODG00000023603",2582
"ENSMODG00000023604",528
"ENSMODG00000023605",934.5
"ENSMODG00000023606",933
"ENSMODG00000023607",939
"ENSMODG00000023608",921
"ENSMODG00000023609",261
"ENSMODG00000023610",7000
"ENSMODG00000023611",954
"ENSMODG00000023612",2367
"ENSMODG00000023613",2583
"ENSMODG00000023614",3915
"ENSMODG00000023615",903
"ENSMODG00000023616",2575
"ENSMODG00000023617",891
"ENSMODG00000023618",2307
"ENSMODG00000023619",2334
"ENSMODG00000023620",750
"ENSMODG00000023621",528
"ENSMODG00000023622",903
"ENSMODG00000023623",576
"ENSMODG00000023624",2480
"ENSMODG00000023625",933
"ENSMODG00000023626",849
"ENSMODG00000023627",465
"ENSMODG00000023628",2337
"ENSMODG00000023629",2301
"ENSMODG00000023630",2001
"ENSMODG00000023631",2304
"ENSMODG00000023632",2593
"ENSMODG00000023633",2313
"ENSMODG00000023634",5509
"ENSMODG00000023635",2544
"ENSMODG00000023636",4103
"ENSMODG00000023637",228
"ENSMODG00000023638",5074
"ENSMODG00000023639",5823
"ENSMODG00000023640",6290
"ENSMODG00000023641",783
"ENSMODG00000023642",2394
"ENSMODG00000023643",3759
"ENSMODG00000023645",3549
"ENSMODG00000023646",1245
"ENSMODG00000023647",3733
"ENSMODG00000023648",1575
"ENSMODG00000023649",3414
"ENSMODG00000023650",5703
"ENSMODG00000023651",1686
"ENSMODG00000023652",1078
"ENSMODG00000023654",3107
"ENSMODG00000023655",3471
"ENSMODG00000023656",795
"ENSMODG00000023657",1094
"ENSMODG00000023658",5497
"ENSMODG00000023659",2157
"ENSMODG00000023660",3110
"ENSMODG00000023661",1002
"ENSMODG00000023662",429
"ENSMODG00000023663",3379
"ENSMODG00000023664",351
"ENSMODG00000023665",2172
"ENSMODG00000023667",930
"ENSMODG00000023668",831
"ENSMODG00000023669",2106
"ENSMODG00000023670",3039
"ENSMODG00000023671",993
"ENSMODG00000023672",235
"ENSMODG00000023673",966
"ENSMODG00000023674",379
"ENSMODG00000023675",458
"ENSMODG00000023676",457
"ENSMODG00000023677",441
"ENSMODG00000023679",2421
"ENSMODG00000023680",898
"ENSMODG00000023681",843
"ENSMODG00000023682",6236
"ENSMODG00000023683",1344
"ENSMODG00000023684",4615
"ENSMODG00000023685",423
"ENSMODG00000023686",1699.5
"ENSMODG00000023687",135
"ENSMODG00000023689",1322
"ENSMODG00000023690",1113
"ENSMODG00000023691",6138
"ENSMODG00000023692",1140
"ENSMODG00000023693",708
"ENSMODG00000023695",942
"ENSMODG00000023696",942
"ENSMODG00000023697",1323
"ENSMODG00000023698",957
"ENSMODG00000023699",897
"ENSMODG00000023700",912
"ENSMODG00000023701",954
"ENSMODG00000023702",675
"ENSMODG00000023703",960
"ENSMODG00000023704",936
"ENSMODG00000023705",1890
"ENSMODG00000023706",942
"ENSMODG00000023707",954
"ENSMODG00000023708",963
"ENSMODG00000023709",2421
"ENSMODG00000023710",270
"ENSMODG00000023711",960
"ENSMODG00000023712",1445
"ENSMODG00000023713",1271
"ENSMODG00000023714",1497
"ENSMODG00000023715",261
"ENSMODG00000023716",1155
"ENSMODG00000023717",561
"ENSMODG00000023718",807
"ENSMODG00000023719",1074
"ENSMODG00000023720",711
"ENSMODG00000023721",861
"ENSMODG00000023722",197
"ENSMODG00000023723",597
"ENSMODG00000023724",261
"ENSMODG00000023725",180
"ENSMODG00000023726",1679
"ENSMODG00000023727",764
"ENSMODG00000023728",690
"ENSMODG00000023729",666
"ENSMODG00000023732",183
"ENSMODG00000023733",921
"ENSMODG00000023734",5433
"ENSMODG00000023735",435
"ENSMODG00000023736",780
"ENSMODG00000023737",2667
"ENSMODG00000023738",1122
"ENSMODG00000023740",747
"ENSMODG00000023742",1284
"ENSMODG00000023743",162
"ENSMODG00000023744",141
"ENSMODG00000023745",1542
"ENSMODG00000023746",843
"ENSMODG00000023747",975
"ENSMODG00000023748",909
"ENSMODG00000023750",825
"ENSMODG00000023751",969
"ENSMODG00000023752",969
"ENSMODG00000023753",843
"ENSMODG00000023754",954
"ENSMODG00000023755",246
"ENSMODG00000023756",939
"ENSMODG00000023757",1542
"ENSMODG00000023758",1788
"ENSMODG00000023759",2850
"ENSMODG00000023760",846
"ENSMODG00000023761",2391
"ENSMODG00000023762",2427
"ENSMODG00000023763",2436
"ENSMODG00000023764",2271
"ENSMODG00000023765",1798
"ENSMODG00000023768",957
"ENSMODG00000023769",352
"ENSMODG00000023770",465
"ENSMODG00000023771",645
"ENSMODG00000023772",867
"ENSMODG00000023773",1128
"ENSMODG00000023774",963
"ENSMODG00000023775",312
"ENSMODG00000023776",2143
"ENSMODG00000023777",764
"ENSMODG00000023778",468
"ENSMODG00000023779",939
"ENSMODG00000023780",939
"ENSMODG00000023781",948
"ENSMODG00000023782",966
"ENSMODG00000023783",930
"ENSMODG00000023784",1462
"ENSMODG00000023785",936
"ENSMODG00000023786",945
"ENSMODG00000023787",743
"ENSMODG00000023788",2739
"ENSMODG00000023790",555
"ENSMODG00000023791",4052
"ENSMODG00000023793",1008
"ENSMODG00000023794",1092
"ENSMODG00000023795",219
"ENSMODG00000023797",804
"ENSMODG00000023798",270
"ENSMODG00000023799",1008
"ENSMODG00000023800",1074
"ENSMODG00000023801",813
"ENSMODG00000023802",1224
"ENSMODG00000023803",2221
"ENSMODG00000023804",789
"ENSMODG00000023805",1373
"ENSMODG00000023806",894
"ENSMODG00000023807",942
"ENSMODG00000023808",966
"ENSMODG00000023809",972
"ENSMODG00000023810",930
"ENSMODG00000023811",942
"ENSMODG00000023812",1005
"ENSMODG00000023813",990
"ENSMODG00000023814",999
"ENSMODG00000023815",2346
"ENSMODG00000023816",606
"ENSMODG00000023817",648
"ENSMODG00000023818",1321
"ENSMODG00000023819",1098
"ENSMODG00000023820",780
"ENSMODG00000023821",342
"ENSMODG00000023822",1475
"ENSMODG00000023824",930
"ENSMODG00000023825",804
"ENSMODG00000023826",255
"ENSMODG00000023827",1634
"ENSMODG00000023828",928
"ENSMODG00000023829",5363
"ENSMODG00000023830",948
"ENSMODG00000023831",831
"ENSMODG00000023832",942
"ENSMODG00000023833",939
"ENSMODG00000023834",1587
"ENSMODG00000023835",969
"ENSMODG00000023836",948
"ENSMODG00000023837",978
"ENSMODG00000023838",915
"ENSMODG00000023839",948
"ENSMODG00000023840",984
"ENSMODG00000023841",430
"ENSMODG00000023842",945
"ENSMODG00000023843",978
"ENSMODG00000023844",954
"ENSMODG00000023846",942
"ENSMODG00000023847",960
"ENSMODG00000023848",927
"ENSMODG00000023849",942
"ENSMODG00000023852",702
"ENSMODG00000023853",159
"ENSMODG00000023854",814
"ENSMODG00000023856",1107
"ENSMODG00000023857",1116
"ENSMODG00000023858",1888
"ENSMODG00000023859",4490
"ENSMODG00000023860",520
"ENSMODG00000023861",3964
"ENSMODG00000023862",2598
"ENSMODG00000023865",840
"ENSMODG00000023866",5635.5
"ENSMODG00000023867",414
"ENSMODG00000023868",835
"ENSMODG00000023869",866
"ENSMODG00000023870",4071
"ENSMODG00000023871",2199
"ENSMODG00000023872",2155
"ENSMODG00000023873",1331
"ENSMODG00000023874",1770
"ENSMODG00000023875",1038
"ENSMODG00000023877",300
"ENSMODG00000023878",369
"ENSMODG00000023879",567
"ENSMODG00000023880",954
"ENSMODG00000023881",345
"ENSMODG00000023883",249
"ENSMODG00000023884",1257
"ENSMODG00000023885",1408
"ENSMODG00000023886",307
"ENSMODG00000023887",357
"ENSMODG00000023888",711
"ENSMODG00000023889",770
"ENSMODG00000023890",481
"ENSMODG00000023891",608
"ENSMODG00000023892",35
"ENSMODG00000023893",978
"ENSMODG00000023894",861
"ENSMODG00000023895",865
"ENSMODG00000023896",1932
"ENSMODG00000023897",351
"ENSMODG00000023898",852
"ENSMODG00000023899",348
"ENSMODG00000023900",837
"ENSMODG00000023902",915
"ENSMODG00000023903",327
"ENSMODG00000023904",1044
"ENSMODG00000023905",1485
"ENSMODG00000023906",642
"ENSMODG00000023907",840
"ENSMODG00000023909",807
"ENSMODG00000023910",1317
"ENSMODG00000023911",1056
"ENSMODG00000023912",240
"ENSMODG00000023913",714
"ENSMODG00000023914",746
"ENSMODG00000023915",597
"ENSMODG00000023916",363
"ENSMODG00000023917",558
"ENSMODG00000023918",480
"ENSMODG00000023919",646
"ENSMODG00000023920",774
"ENSMODG00000023921",219
"ENSMODG00000023922",3773
"ENSMODG00000023923",423
"ENSMODG00000023924",426
"ENSMODG00000023927",1029
"ENSMODG00000023928",165
"ENSMODG00000023929",7812
"ENSMODG00000023930",504
"ENSMODG00000023931",465
"ENSMODG00000023932",471
"ENSMODG00000023933",675
"ENSMODG00000023934",768
"ENSMODG00000023935",576
"ENSMODG00000023936",1182
"ENSMODG00000023937",1269
"ENSMODG00000023938",1284
"ENSMODG00000023939",1092
"ENSMODG00000023940",1161
"ENSMODG00000023941",309
"ENSMODG00000023942",1092
"ENSMODG00000023943",1065
"ENSMODG00000023944",366
"ENSMODG00000023945",1931
"ENSMODG00000023946",2142
"ENSMODG00000023947",1111
"ENSMODG00000023948",399
"ENSMODG00000023949",663
"ENSMODG00000023951",2427
"ENSMODG00000023953",393
"ENSMODG00000023954",714
"ENSMODG00000023955",1002
"ENSMODG00000023956",390
"ENSMODG00000023957",3431
"ENSMODG00000023959",1065
"ENSMODG00000023961",888
"ENSMODG00000023962",1949
"ENSMODG00000023964",393
"ENSMODG00000023965",1392
"ENSMODG00000023966",3220
"ENSMODG00000023967",1134
"ENSMODG00000023968",1553
"ENSMODG00000023969",999
"ENSMODG00000023970",1123
"ENSMODG00000023971",945
"ENSMODG00000023972",873
"ENSMODG00000023975",2765
"ENSMODG00000023976",960
"ENSMODG00000023977",969
"ENSMODG00000023978",960
"ENSMODG00000023979",939
"ENSMODG00000023980",957
"ENSMODG00000023981",810
"ENSMODG00000023982",957
"ENSMODG00000023983",400
"ENSMODG00000023984",933
"ENSMODG00000023985",954
"ENSMODG00000023986",1005
"ENSMODG00000023987",750
"ENSMODG00000023988",957
"ENSMODG00000023989",192
"ENSMODG00000023990",873
"ENSMODG00000023991",951
"ENSMODG00000023992",981
"ENSMODG00000023993",675
"ENSMODG00000023995",1344
"ENSMODG00000023996",410
"ENSMODG00000023997",993
"ENSMODG00000023998",984
"ENSMODG00000023999",255
"ENSMODG00000024000",1338
"ENSMODG00000024001",654
"ENSMODG00000024002",588
"ENSMODG00000024003",654
"ENSMODG00000024004",2089
"ENSMODG00000024005",576
"ENSMODG00000024007",630
"ENSMODG00000024008",910
"ENSMODG00000024009",229
"ENSMODG00000024010",375
"ENSMODG00000024011",1380
"ENSMODG00000024012",1362
"ENSMODG00000024013",711
"ENSMODG00000024014",312
"ENSMODG00000024015",378
"ENSMODG00000024016",2702
"ENSMODG00000024017",1479
"ENSMODG00000024019",2496
"ENSMODG00000024020",294
"ENSMODG00000024021",357
"ENSMODG00000024022",1053
"ENSMODG00000024024",813
"ENSMODG00000024025",1002
"ENSMODG00000024026",1053
"ENSMODG00000024027",948
"ENSMODG00000024028",2684
"ENSMODG00000024029",2961
"ENSMODG00000024030",357
"ENSMODG00000024031",1260
"ENSMODG00000024032",2067
"ENSMODG00000024034",1992
"ENSMODG00000024035",966
"ENSMODG00000024036",742
"ENSMODG00000024037",783
"ENSMODG00000024039",606
"ENSMODG00000024040",3228
"ENSMODG00000024041",1308
"ENSMODG00000024042",1026
"ENSMODG00000024043",1029
"ENSMODG00000024044",1071
"ENSMODG00000024045",1506
"ENSMODG00000024046",1308
"ENSMODG00000024047",3481
"ENSMODG00000024048",2574
"ENSMODG00000024049",2382
"ENSMODG00000024050",528
"ENSMODG00000024051",477
"ENSMODG00000024053",246
"ENSMODG00000024054",3448
"ENSMODG00000024055",4731
"ENSMODG00000024056",4643
"ENSMODG00000024057",429
"ENSMODG00000024058",1155
"ENSMODG00000024059",805
"ENSMODG00000024061",822
"ENSMODG00000024062",357
"ENSMODG00000024063",689
"ENSMODG00000024064",1648
"ENSMODG00000024065",369
"ENSMODG00000024066",396
"ENSMODG00000024067",193
"ENSMODG00000024068",1129
"ENSMODG00000024069",4804
"ENSMODG00000024070",2011
"ENSMODG00000024071",216
"ENSMODG00000024072",465
"ENSMODG00000024073",573
"ENSMODG00000024074",936
"ENSMODG00000024075",912
"ENSMODG00000024076",1959
"ENSMODG00000024077",1149
"ENSMODG00000024078",1768
"ENSMODG00000024079",588
"ENSMODG00000024080",135
"ENSMODG00000024081",615
"ENSMODG00000024082",522
"ENSMODG00000024083",945
"ENSMODG00000024084",654
"ENSMODG00000024086",3271
"ENSMODG00000024087",566
"ENSMODG00000024088",5406
"ENSMODG00000024089",408
"ENSMODG00000024090",306
"ENSMODG00000024091",840
"ENSMODG00000024092",1347
"ENSMODG00000024094",1353
"ENSMODG00000024097",987
"ENSMODG00000024098",1979
"ENSMODG00000024099",582
"ENSMODG00000024100",1443
"ENSMODG00000024101",963
"ENSMODG00000024102",1629
"ENSMODG00000024103",856
"ENSMODG00000024104",696
"ENSMODG00000024105",585
"ENSMODG00000024106",1236
"ENSMODG00000024107",141
"ENSMODG00000024108",780
"ENSMODG00000024109",2235
"ENSMODG00000024110",705
"ENSMODG00000024111",7036
"ENSMODG00000024112",786
"ENSMODG00000024113",619
"ENSMODG00000024114",6276
"ENSMODG00000024115",935
"ENSMODG00000024116",270
"ENSMODG00000024117",180
"ENSMODG00000024118",564
"ENSMODG00000024119",465
"ENSMODG00000024121",321
"ENSMODG00000024122",1080
"ENSMODG00000024123",954
"ENSMODG00000024124",420
"ENSMODG00000024125",2016
"ENSMODG00000024126",276
"ENSMODG00000024127",3784
"ENSMODG00000024128",138
"ENSMODG00000024129",609
"ENSMODG00000024130",504
"ENSMODG00000024131",423
"ENSMODG00000024132",402
"ENSMODG00000024133",249
"ENSMODG00000024134",843
"ENSMODG00000024135",313
"ENSMODG00000024136",2711
"ENSMODG00000024137",5155
"ENSMODG00000024138",2619
"ENSMODG00000024139",765
"ENSMODG00000024140",858
"ENSMODG00000024141",372
"ENSMODG00000024142",147
"ENSMODG00000024145",837
"ENSMODG00000024146",348
"ENSMODG00000024147",2049
"ENSMODG00000024148",1278
"ENSMODG00000024149",585
"ENSMODG00000024150",5576
"ENSMODG00000024151",448
"ENSMODG00000024152",460
"ENSMODG00000024153",4736
"ENSMODG00000024154",1707
"ENSMODG00000024155",1005
"ENSMODG00000024156",309
"ENSMODG00000024157",421
"ENSMODG00000024158",786
"ENSMODG00000024159",681
"ENSMODG00000024160",652
"ENSMODG00000024162",234
"ENSMODG00000024163",240
"ENSMODG00000024164",705
"ENSMODG00000024165",786
"ENSMODG00000024166",952
"ENSMODG00000024167",870
"ENSMODG00000024168",2085
"ENSMODG00000024169",1584
"ENSMODG00000024170",2188.5
"ENSMODG00000024171",903
"ENSMODG00000024172",2301
"ENSMODG00000024174",531
"ENSMODG00000024175",2205
"ENSMODG00000024176",1005
"ENSMODG00000024177",2334
"ENSMODG00000024178",894
"ENSMODG00000024179",911
"ENSMODG00000024180",736
"ENSMODG00000024181",2334
"ENSMODG00000024182",543
"ENSMODG00000024183",402
"ENSMODG00000024184",2301
"ENSMODG00000024185",2244
"ENSMODG00000024186",972
"ENSMODG00000024187",975
"ENSMODG00000024188",933
"ENSMODG00000024189",945
"ENSMODG00000024190",951
"ENSMODG00000024191",966
"ENSMODG00000024192",210
"ENSMODG00000024193",984
"ENSMODG00000024194",960
"ENSMODG00000024195",951
"ENSMODG00000024196",1065
"ENSMODG00000024197",942
"ENSMODG00000024198",930
"ENSMODG00000024199",1020
"ENSMODG00000024200",870
"ENSMODG00000024201",951
