"dnov_ensembl_gid","dnov_feature_length"
"ENSDNOG00000041883",4657
"ENSDNOG00000041884",1047
"ENSDNOG00000041885",107
"ENSDNOG00000041886",3568
"ENSDNOG00000041887",762
"ENSDNOG00000041888",468
"ENSDNOG00000041889",2493
"ENSDNOG00000041890",756
"ENSDNOG00000041891",105
"ENSDNOG00000041892",181
"ENSDNOG00000041893",3140
"ENSDNOG00000041894",3616
"ENSDNOG00000041895",1086
"ENSDNOG00000041896",372
"ENSDNOG00000041897",2196
"ENSDNOG00000041898",1008
"ENSDNOG00000041899",567
"ENSDNOG00000041900",1176
"ENSDNOG00000041901",1329
"ENSDNOG00000041902",2962
"ENSDNOG00000041903",72
"ENSDNOG00000041904",2851
"ENSDNOG00000041905",591
"ENSDNOG00000041906",4463
"ENSDNOG00000041907",1719
"ENSDNOG00000041908",555
"ENSDNOG00000041909",1002
"ENSDNOG00000041910",161
"ENSDNOG00000041911",2276
"ENSDNOG00000041912",107
"ENSDNOG00000041913",4785
"ENSDNOG00000041914",177
"ENSDNOG00000041915",133
"ENSDNOG00000041916",798
"ENSDNOG00000041917",102
"ENSDNOG00000041918",288
"ENSDNOG00000041919",393
"ENSDNOG00000041920",107
"ENSDNOG00000041921",2343
"ENSDNOG00000041922",135
"ENSDNOG00000041923",107
"ENSDNOG00000041924",939
"ENSDNOG00000041925",2275
"ENSDNOG00000041926",71
"ENSDNOG00000041927",2215
"ENSDNOG00000041928",163
"ENSDNOG00000041929",103
"ENSDNOG00000041930",981
"ENSDNOG00000041931",840
"ENSDNOG00000041932",1694
"ENSDNOG00000041933",2193
"ENSDNOG00000041934",804
"ENSDNOG00000041935",1686
"ENSDNOG00000041936",495
"ENSDNOG00000041937",921
"ENSDNOG00000041938",393
"ENSDNOG00000041939",4642
"ENSDNOG00000041940",1801
"ENSDNOG00000041941",129
"ENSDNOG00000041942",137
"ENSDNOG00000041943",855
"ENSDNOG00000041944",1059
"ENSDNOG00000041945",107
"ENSDNOG00000041946",3873
"ENSDNOG00000041947",2422
"ENSDNOG00000041948",11389
"ENSDNOG00000041949",750
"ENSDNOG00000041950",643
"ENSDNOG00000041951",573
"ENSDNOG00000041952",1143
"ENSDNOG00000041953",2556
"ENSDNOG00000041954",357
"ENSDNOG00000041955",417
"ENSDNOG00000041956",108
"ENSDNOG00000041957",2136
"ENSDNOG00000041958",6260
"ENSDNOG00000041959",600
"ENSDNOG00000041960",1347
"ENSDNOG00000041961",357
"ENSDNOG00000041962",164
"ENSDNOG00000041963",6082
"ENSDNOG00000041964",516
"ENSDNOG00000041965",627
"ENSDNOG00000041966",1645
"ENSDNOG00000041967",1110
"ENSDNOG00000041968",2085
"ENSDNOG00000041969",108
"ENSDNOG00000041970",1455
"ENSDNOG00000041971",1206
"ENSDNOG00000041972",348
"ENSDNOG00000041973",108
"ENSDNOG00000041974",1340
"ENSDNOG00000041975",1638
"ENSDNOG00000041976",294
"ENSDNOG00000041977",5888
"ENSDNOG00000041978",549
"ENSDNOG00000041979",107
"ENSDNOG00000041980",1477
"ENSDNOG00000041981",240
"ENSDNOG00000041982",993
"ENSDNOG00000041983",127
"ENSDNOG00000041984",678
"ENSDNOG00000041985",6109
"ENSDNOG00000041986",107
"ENSDNOG00000041987",3437
"ENSDNOG00000041988",1376
"ENSDNOG00000041989",1002
"ENSDNOG00000041990",104
"ENSDNOG00000041991",888
"ENSDNOG00000041992",288
"ENSDNOG00000041993",3611
"ENSDNOG00000041994",492
"ENSDNOG00000041995",1038
"ENSDNOG00000041996",474
"ENSDNOG00000041997",360
"ENSDNOG00000041998",405
"ENSDNOG00000041999",420
"ENSDNOG00000042000",273
"ENSDNOG00000042001",354
"ENSDNOG00000042002",2747
"ENSDNOG00000042003",954
"ENSDNOG00000042004",468
"ENSDNOG00000042005",795
"ENSDNOG00000042006",2537
"ENSDNOG00000042007",1686
"ENSDNOG00000042008",351
"ENSDNOG00000042009",2049
"ENSDNOG00000042010",516
"ENSDNOG00000042011",191
"ENSDNOG00000042012",789
"ENSDNOG00000042013",2349
"ENSDNOG00000042014",106
"ENSDNOG00000042015",498
"ENSDNOG00000042016",1714
"ENSDNOG00000042017",696
"ENSDNOG00000042018",78
"ENSDNOG00000042019",132
"ENSDNOG00000042020",1245
"ENSDNOG00000042021",73
"ENSDNOG00000042022",405
"ENSDNOG00000042023",3441
"ENSDNOG00000042024",927
"ENSDNOG00000042025",133
"ENSDNOG00000042026",831
"ENSDNOG00000042027",107
"ENSDNOG00000042028",2442
"ENSDNOG00000042029",2216
"ENSDNOG00000042030",4474
"ENSDNOG00000042031",459
"ENSDNOG00000042032",288
"ENSDNOG00000042033",648
"ENSDNOG00000042034",2277
"ENSDNOG00000042035",107
"ENSDNOG00000042036",99
"ENSDNOG00000042037",426
"ENSDNOG00000042038",1599
"ENSDNOG00000042039",822
"ENSDNOG00000042040",107
"ENSDNOG00000042041",2373
"ENSDNOG00000042042",80
"ENSDNOG00000042043",754.5
"ENSDNOG00000042044",280
"ENSDNOG00000042045",105
"ENSDNOG00000042046",939
"ENSDNOG00000042047",3974
"ENSDNOG00000042048",148
"ENSDNOG00000042049",107
"ENSDNOG00000042050",107
"ENSDNOG00000042051",3795
"ENSDNOG00000042052",909
"ENSDNOG00000042053",4983.5
"ENSDNOG00000042054",94
"ENSDNOG00000042055",150
"ENSDNOG00000042056",1748
"ENSDNOG00000042057",186
"ENSDNOG00000042058",534
"ENSDNOG00000042059",190
"ENSDNOG00000042060",3072
"ENSDNOG00000042061",1014
"ENSDNOG00000042062",1383
"ENSDNOG00000042063",153
"ENSDNOG00000042064",156
"ENSDNOG00000042065",3904
"ENSDNOG00000042066",2500
"ENSDNOG00000042067",318
"ENSDNOG00000042068",132
"ENSDNOG00000042069",474
"ENSDNOG00000042070",6160
"ENSDNOG00000042071",432
"ENSDNOG00000042072",893
"ENSDNOG00000042073",900
"ENSDNOG00000042074",2550
"ENSDNOG00000042075",954
"ENSDNOG00000042076",107
"ENSDNOG00000042077",3184
"ENSDNOG00000042078",107
"ENSDNOG00000042079",4414
"ENSDNOG00000042080",540
"ENSDNOG00000042081",447
"ENSDNOG00000042082",110
"ENSDNOG00000042083",1827
"ENSDNOG00000042084",1422
"ENSDNOG00000042085",1059
"ENSDNOG00000042086",1668
"ENSDNOG00000042087",5831
"ENSDNOG00000042088",1394
"ENSDNOG00000042089",132
"ENSDNOG00000042090",2664
"ENSDNOG00000042091",1434
"ENSDNOG00000042092",104
"ENSDNOG00000042093",939
"ENSDNOG00000042094",3365
"ENSDNOG00000042095",927
"ENSDNOG00000042096",1815
"ENSDNOG00000042097",2316
"ENSDNOG00000042098",2192
"ENSDNOG00000042099",963
"ENSDNOG00000042100",687
"ENSDNOG00000042101",122
"ENSDNOG00000042102",666
"ENSDNOG00000042103",1327.5
"ENSDNOG00000042104",5437
"ENSDNOG00000042105",6316
"ENSDNOG00000042106",3323
"ENSDNOG00000042107",1456
"ENSDNOG00000042108",453
"ENSDNOG00000042109",951
"ENSDNOG00000042110",1473
"ENSDNOG00000042111",125
"ENSDNOG00000042112",447
"ENSDNOG00000042113",142
"ENSDNOG00000042114",4299
"ENSDNOG00000042115",1008
"ENSDNOG00000042116",729
"ENSDNOG00000042117",3489
"ENSDNOG00000042118",2781
"ENSDNOG00000042119",106
"ENSDNOG00000042120",106
"ENSDNOG00000042121",3369
"ENSDNOG00000042122",161
"ENSDNOG00000042123",161
"ENSDNOG00000042124",984
"ENSDNOG00000042125",740
"ENSDNOG00000042126",6194
"ENSDNOG00000042127",462
"ENSDNOG00000042128",3777
"ENSDNOG00000042129",3079
"ENSDNOG00000042130",411
"ENSDNOG00000042131",105
"ENSDNOG00000042132",1171
"ENSDNOG00000042133",1827
"ENSDNOG00000042134",2040
"ENSDNOG00000042135",3530
"ENSDNOG00000042136",6288
"ENSDNOG00000042137",234
"ENSDNOG00000042138",134
"ENSDNOG00000042139",156
"ENSDNOG00000042140",1284
"ENSDNOG00000042141",1872
"ENSDNOG00000042142",869
"ENSDNOG00000042143",5272
"ENSDNOG00000042144",4187
"ENSDNOG00000042145",1492
"ENSDNOG00000042146",4549
"ENSDNOG00000042147",648
"ENSDNOG00000042148",106
"ENSDNOG00000042149",4995
"ENSDNOG00000042150",522
"ENSDNOG00000042151",708
"ENSDNOG00000042152",843
"ENSDNOG00000042153",3800
"ENSDNOG00000042154",1689
"ENSDNOG00000042155",107
"ENSDNOG00000042156",161
"ENSDNOG00000042157",636
"ENSDNOG00000042158",846
"ENSDNOG00000042159",1392
"ENSDNOG00000042160",1712
"ENSDNOG00000042161",834
"ENSDNOG00000042162",1992
"ENSDNOG00000042163",912
"ENSDNOG00000042164",132
"ENSDNOG00000042165",4646
"ENSDNOG00000042166",924
"ENSDNOG00000042167",351
"ENSDNOG00000042168",1434
"ENSDNOG00000042169",124
"ENSDNOG00000042170",1140
"ENSDNOG00000042171",2315
"ENSDNOG00000042172",3280
"ENSDNOG00000042173",3580.5
"ENSDNOG00000042174",3443
"ENSDNOG00000042175",134
"ENSDNOG00000042176",6255
"ENSDNOG00000042177",4660
"ENSDNOG00000042178",107
"ENSDNOG00000042179",2565
"ENSDNOG00000042180",360
"ENSDNOG00000042181",942
"ENSDNOG00000042182",402
"ENSDNOG00000042183",1773
"ENSDNOG00000042184",453
"ENSDNOG00000042185",627
"ENSDNOG00000042186",4218
"ENSDNOG00000042187",597
"ENSDNOG00000042188",1197
"ENSDNOG00000042189",1966
"ENSDNOG00000042190",4099
"ENSDNOG00000042191",630
"ENSDNOG00000042192",2300
"ENSDNOG00000042193",1608
"ENSDNOG00000042194",936
"ENSDNOG00000042195",1185
"ENSDNOG00000042196",552
"ENSDNOG00000042197",666
"ENSDNOG00000042198",93
"ENSDNOG00000042199",2326
"ENSDNOG00000042200",6876
"ENSDNOG00000042201",375
"ENSDNOG00000042202",243
"ENSDNOG00000042203",963
"ENSDNOG00000042204",107
"ENSDNOG00000042205",107
"ENSDNOG00000042206",885
"ENSDNOG00000042207",133
"ENSDNOG00000042208",3617
"ENSDNOG00000042209",2141
"ENSDNOG00000042210",308
"ENSDNOG00000042211",140
"ENSDNOG00000042212",1110
"ENSDNOG00000042213",216
"ENSDNOG00000042214",1284
"ENSDNOG00000042215",4329
"ENSDNOG00000042216",264
"ENSDNOG00000042217",1824
"ENSDNOG00000042218",87
"ENSDNOG00000042219",107
"ENSDNOG00000042220",4689
"ENSDNOG00000042221",294
"ENSDNOG00000042222",3572
"ENSDNOG00000042223",963
"ENSDNOG00000042224",121
"ENSDNOG00000042225",123
"ENSDNOG00000042226",660
"ENSDNOG00000042227",942
"ENSDNOG00000042228",1239
"ENSDNOG00000042229",107
"ENSDNOG00000042230",1987
"ENSDNOG00000042231",164
"ENSDNOG00000042232",772
"ENSDNOG00000042233",135
"ENSDNOG00000042234",1001
"ENSDNOG00000042235",104
"ENSDNOG00000042236",110
"ENSDNOG00000042237",5166
"ENSDNOG00000042238",1213
"ENSDNOG00000042239",1749
"ENSDNOG00000042240",240
"ENSDNOG00000042241",107
"ENSDNOG00000042242",1716
"ENSDNOG00000042243",727
"ENSDNOG00000042244",2683
"ENSDNOG00000042245",1791
"ENSDNOG00000042246",597
"ENSDNOG00000042247",2208.5
"ENSDNOG00000042248",939
"ENSDNOG00000042249",119
"ENSDNOG00000042250",681
"ENSDNOG00000042251",162
"ENSDNOG00000042252",273
"ENSDNOG00000042253",4023
"ENSDNOG00000042254",105
"ENSDNOG00000042255",546
"ENSDNOG00000042256",222
"ENSDNOG00000042257",1083
"ENSDNOG00000042258",930
"ENSDNOG00000042259",5331
"ENSDNOG00000042260",696
"ENSDNOG00000042261",107
"ENSDNOG00000042262",495
"ENSDNOG00000042263",1956
"ENSDNOG00000042264",633
"ENSDNOG00000042265",1035
"ENSDNOG00000042266",88
"ENSDNOG00000042267",408
"ENSDNOG00000042268",1485
"ENSDNOG00000042269",6398
"ENSDNOG00000042270",3178
"ENSDNOG00000042271",597
"ENSDNOG00000042272",450
"ENSDNOG00000042273",4858
"ENSDNOG00000042274",1695.5
"ENSDNOG00000042275",2945
"ENSDNOG00000042276",6810
"ENSDNOG00000042277",1815
"ENSDNOG00000042278",3841
"ENSDNOG00000042279",3066
"ENSDNOG00000042280",681
"ENSDNOG00000042281",2612.5
"ENSDNOG00000042282",480
"ENSDNOG00000042283",1380
"ENSDNOG00000042284",105
"ENSDNOG00000042285",687
"ENSDNOG00000042286",548
"ENSDNOG00000042287",107
"ENSDNOG00000042288",975
"ENSDNOG00000042289",130
"ENSDNOG00000042290",6692
"ENSDNOG00000042291",3367
"ENSDNOG00000042292",195
"ENSDNOG00000042293",351
"ENSDNOG00000042294",1479.5
"ENSDNOG00000042295",4656
"ENSDNOG00000042296",110
"ENSDNOG00000042297",1641
"ENSDNOG00000042298",2223
"ENSDNOG00000042299",107
"ENSDNOG00000042300",924
"ENSDNOG00000042301",4904
"ENSDNOG00000042302",1089
"ENSDNOG00000042303",924
"ENSDNOG00000042304",630
"ENSDNOG00000042305",107
"ENSDNOG00000042306",2887
"ENSDNOG00000042307",1002
"ENSDNOG00000042308",2955
"ENSDNOG00000042309",843
"ENSDNOG00000042310",153
"ENSDNOG00000042311",107
"ENSDNOG00000042312",103
"ENSDNOG00000042313",315
"ENSDNOG00000042314",483
"ENSDNOG00000042315",1509
"ENSDNOG00000042316",202
"ENSDNOG00000042317",477
"ENSDNOG00000042318",107
"ENSDNOG00000042319",1098
"ENSDNOG00000042320",868
"ENSDNOG00000042321",106
"ENSDNOG00000042322",801
"ENSDNOG00000042323",249
"ENSDNOG00000042324",606
"ENSDNOG00000042325",163
"ENSDNOG00000042326",3233.5
"ENSDNOG00000042327",3981
"ENSDNOG00000042328",107
"ENSDNOG00000042329",876
"ENSDNOG00000042330",822
"ENSDNOG00000042331",966
"ENSDNOG00000042332",107
"ENSDNOG00000042333",3587.5
"ENSDNOG00000042334",2115
"ENSDNOG00000042335",121
"ENSDNOG00000042336",1123
"ENSDNOG00000042337",936
"ENSDNOG00000042338",672
"ENSDNOG00000042339",963
"ENSDNOG00000042340",2385.5
"ENSDNOG00000042341",105
"ENSDNOG00000042342",939
"ENSDNOG00000042343",1042
"ENSDNOG00000042344",166
"ENSDNOG00000042345",107
"ENSDNOG00000042346",723
"ENSDNOG00000042347",107
"ENSDNOG00000042348",627
"ENSDNOG00000042349",555
"ENSDNOG00000042350",6481.5
"ENSDNOG00000042351",4019
"ENSDNOG00000042352",3242
"ENSDNOG00000042353",3345
"ENSDNOG00000042354",77
"ENSDNOG00000042355",939
"ENSDNOG00000042356",330
"ENSDNOG00000042357",276
"ENSDNOG00000042358",4119
"ENSDNOG00000042359",1277
"ENSDNOG00000042360",163
"ENSDNOG00000042361",6036
"ENSDNOG00000042362",191
"ENSDNOG00000042363",990
"ENSDNOG00000042364",3972
"ENSDNOG00000042365",759
"ENSDNOG00000042366",951
"ENSDNOG00000042367",300
"ENSDNOG00000042368",107
"ENSDNOG00000042369",936
"ENSDNOG00000042370",411
"ENSDNOG00000042371",471
"ENSDNOG00000042372",921
"ENSDNOG00000042373",1083
"ENSDNOG00000042374",107
"ENSDNOG00000042375",240
"ENSDNOG00000042376",516
"ENSDNOG00000042377",966
"ENSDNOG00000042378",1899
"ENSDNOG00000042379",624
"ENSDNOG00000042380",4601.5
"ENSDNOG00000042381",159
"ENSDNOG00000042382",777
"ENSDNOG00000042383",885
"ENSDNOG00000042384",7102
"ENSDNOG00000042385",957
"ENSDNOG00000042386",807
"ENSDNOG00000042387",173
"ENSDNOG00000042388",3898
"ENSDNOG00000042389",1557
"ENSDNOG00000042390",2279
"ENSDNOG00000042391",1059
"ENSDNOG00000042392",892
"ENSDNOG00000042393",5381.5
"ENSDNOG00000042394",107
"ENSDNOG00000042395",74
"ENSDNOG00000042396",107
"ENSDNOG00000042397",4537
"ENSDNOG00000042398",939
"ENSDNOG00000042399",104
"ENSDNOG00000042400",2450
"ENSDNOG00000042401",486
"ENSDNOG00000042402",981
"ENSDNOG00000042403",2713.5
"ENSDNOG00000042404",1980
"ENSDNOG00000042405",819
"ENSDNOG00000042406",606
"ENSDNOG00000042407",121
"ENSDNOG00000042408",3294
"ENSDNOG00000042409",372
"ENSDNOG00000042410",3331
"ENSDNOG00000042411",885
"ENSDNOG00000042412",3048
"ENSDNOG00000042413",354
"ENSDNOG00000042414",132
"ENSDNOG00000042415",2123
"ENSDNOG00000042416",1821
"ENSDNOG00000042417",505
"ENSDNOG00000042418",371
"ENSDNOG00000042419",107
"ENSDNOG00000042420",3039
"ENSDNOG00000042421",5002
"ENSDNOG00000042422",1367
"ENSDNOG00000042423",954
"ENSDNOG00000042424",136
"ENSDNOG00000042425",394.5
"ENSDNOG00000042426",78
"ENSDNOG00000042427",405
"ENSDNOG00000042428",107
"ENSDNOG00000042429",7201.5
"ENSDNOG00000042430",1692
"ENSDNOG00000042431",180
"ENSDNOG00000042432",106
"ENSDNOG00000042433",2177
"ENSDNOG00000042434",864
"ENSDNOG00000042435",216
"ENSDNOG00000042436",1314
"ENSDNOG00000042437",6265
"ENSDNOG00000042438",6697
"ENSDNOG00000042439",255
"ENSDNOG00000042440",81
"ENSDNOG00000042441",1563
"ENSDNOG00000042442",1365
"ENSDNOG00000042443",4587
"ENSDNOG00000042444",2348
"ENSDNOG00000042445",1119
"ENSDNOG00000042446",1788
"ENSDNOG00000042447",1947
"ENSDNOG00000042448",1497
"ENSDNOG00000042449",4352
"ENSDNOG00000042450",5898
"ENSDNOG00000042451",3591
"ENSDNOG00000042452",5359
"ENSDNOG00000042453",945
"ENSDNOG00000042454",106
"ENSDNOG00000042455",630
"ENSDNOG00000042456",1538
"ENSDNOG00000042457",6454
"ENSDNOG00000042458",5967
"ENSDNOG00000042459",990
"ENSDNOG00000042460",204
"ENSDNOG00000042461",108
"ENSDNOG00000042462",94
"ENSDNOG00000042463",495
"ENSDNOG00000042464",107
"ENSDNOG00000042465",963
"ENSDNOG00000042466",969
"ENSDNOG00000042467",4953
"ENSDNOG00000042468",306
"ENSDNOG00000042469",4354
"ENSDNOG00000042470",939
"ENSDNOG00000042471",918
"ENSDNOG00000042472",309
"ENSDNOG00000042473",2040
"ENSDNOG00000042474",92
"ENSDNOG00000042475",2961
"ENSDNOG00000042476",2544
"ENSDNOG00000042477",348
"ENSDNOG00000042478",969
"ENSDNOG00000042479",729
"ENSDNOG00000042480",507
"ENSDNOG00000042481",1122
"ENSDNOG00000042482",2022
"ENSDNOG00000042483",492
"ENSDNOG00000042484",3011
"ENSDNOG00000042485",135
"ENSDNOG00000042486",134
"ENSDNOG00000042487",1390
"ENSDNOG00000042488",2875
"ENSDNOG00000042489",1866
"ENSDNOG00000042490",441
"ENSDNOG00000042491",2881
"ENSDNOG00000042492",107
"ENSDNOG00000042493",107
"ENSDNOG00000042494",107
"ENSDNOG00000042495",888
"ENSDNOG00000042496",2073
"ENSDNOG00000042497",154
"ENSDNOG00000042498",3372
"ENSDNOG00000042499",107
"ENSDNOG00000042500",936
"ENSDNOG00000042501",4714
"ENSDNOG00000042502",261
"ENSDNOG00000042503",1226
"ENSDNOG00000042504",1554
"ENSDNOG00000042505",504
"ENSDNOG00000042506",109
"ENSDNOG00000042507",294
"ENSDNOG00000042508",1633
"ENSDNOG00000042509",483
"ENSDNOG00000042510",609
"ENSDNOG00000042511",1452
"ENSDNOG00000042512",203
"ENSDNOG00000042513",106
"ENSDNOG00000042514",2562
"ENSDNOG00000042515",1914
"ENSDNOG00000042516",132
"ENSDNOG00000042517",3155
"ENSDNOG00000042518",1689
"ENSDNOG00000042519",3450
"ENSDNOG00000042520",978
"ENSDNOG00000042521",1254
"ENSDNOG00000042522",975
"ENSDNOG00000042523",107
"ENSDNOG00000042524",873
"ENSDNOG00000042525",2758
"ENSDNOG00000042526",3060
"ENSDNOG00000042527",633
"ENSDNOG00000042528",579
"ENSDNOG00000042529",3263
"ENSDNOG00000042530",3124
"ENSDNOG00000042531",207
"ENSDNOG00000042532",126
"ENSDNOG00000042533",107
"ENSDNOG00000042534",5879
"ENSDNOG00000042535",753
"ENSDNOG00000042536",750
"ENSDNOG00000042537",107
"ENSDNOG00000042538",945
"ENSDNOG00000042539",159
"ENSDNOG00000042540",1163
"ENSDNOG00000042541",2435
"ENSDNOG00000042542",75
"ENSDNOG00000042543",4710
"ENSDNOG00000042544",108
"ENSDNOG00000042545",1809
"ENSDNOG00000042546",293
"ENSDNOG00000042547",5843
"ENSDNOG00000042548",162
"ENSDNOG00000042549",81
"ENSDNOG00000042550",900
"ENSDNOG00000042551",154
"ENSDNOG00000042552",999
"ENSDNOG00000042553",3120
"ENSDNOG00000042554",2985
"ENSDNOG00000042555",948
"ENSDNOG00000042556",8187
"ENSDNOG00000042557",863
"ENSDNOG00000042558",122
"ENSDNOG00000042559",630
"ENSDNOG00000042560",49
"ENSDNOG00000042561",1052
"ENSDNOG00000042562",396
"ENSDNOG00000042563",1545
"ENSDNOG00000042564",570
"ENSDNOG00000042565",105
"ENSDNOG00000042566",163
"ENSDNOG00000042567",107
"ENSDNOG00000042568",2131
"ENSDNOG00000042569",166
"ENSDNOG00000042570",999
"ENSDNOG00000042571",3865
"ENSDNOG00000042572",723
"ENSDNOG00000042573",423
"ENSDNOG00000042574",1032
"ENSDNOG00000042575",107
"ENSDNOG00000042576",4653
"ENSDNOG00000042577",1005
"ENSDNOG00000042578",2969
"ENSDNOG00000042579",1109
"ENSDNOG00000042580",107
"ENSDNOG00000042581",3587
"ENSDNOG00000042582",2526
"ENSDNOG00000042583",111
"ENSDNOG00000042584",1056
"ENSDNOG00000042585",1480
"ENSDNOG00000042586",480
"ENSDNOG00000042587",107
"ENSDNOG00000042588",1569
"ENSDNOG00000042589",6533
"ENSDNOG00000042590",2433
"ENSDNOG00000042591",131
"ENSDNOG00000042592",609
"ENSDNOG00000042593",119
"ENSDNOG00000042594",76
"ENSDNOG00000042595",106
"ENSDNOG00000042596",999
"ENSDNOG00000042597",20592
"ENSDNOG00000042598",1348
"ENSDNOG00000042599",4146
"ENSDNOG00000042600",6441
"ENSDNOG00000042601",1444
"ENSDNOG00000042602",5434.5
"ENSDNOG00000042603",163
"ENSDNOG00000042604",893
"ENSDNOG00000042605",107
"ENSDNOG00000042606",188
"ENSDNOG00000042607",1086
"ENSDNOG00000042608",3302
"ENSDNOG00000042609",4510
"ENSDNOG00000042610",471
"ENSDNOG00000042611",88
"ENSDNOG00000042612",1863
"ENSDNOG00000042613",162
"ENSDNOG00000042614",153
"ENSDNOG00000042615",3412
"ENSDNOG00000042616",106
"ENSDNOG00000042617",4758
"ENSDNOG00000042618",522
"ENSDNOG00000042619",2758
"ENSDNOG00000042620",975
"ENSDNOG00000042621",918
"ENSDNOG00000042622",534
"ENSDNOG00000042623",105
"ENSDNOG00000042624",375
"ENSDNOG00000042625",2503
"ENSDNOG00000042626",489
"ENSDNOG00000042627",112
"ENSDNOG00000042628",5121
"ENSDNOG00000042629",1419
"ENSDNOG00000042630",597
"ENSDNOG00000042631",131
"ENSDNOG00000042632",414
"ENSDNOG00000042633",2403
"ENSDNOG00000042634",708
"ENSDNOG00000042635",191
"ENSDNOG00000042636",2297
"ENSDNOG00000042637",552
"ENSDNOG00000042638",369
"ENSDNOG00000042639",387
"ENSDNOG00000042640",990
"ENSDNOG00000042641",231
"ENSDNOG00000042642",104
"ENSDNOG00000042643",1194
"ENSDNOG00000042644",4733
"ENSDNOG00000042645",1886
"ENSDNOG00000042646",107
"ENSDNOG00000042647",3473
"ENSDNOG00000042648",106
"ENSDNOG00000042649",615
"ENSDNOG00000042650",4892
"ENSDNOG00000042651",4782
"ENSDNOG00000042652",91
"ENSDNOG00000042653",564
"ENSDNOG00000042654",807
"ENSDNOG00000042655",738
"ENSDNOG00000042656",1580
"ENSDNOG00000042657",477
"ENSDNOG00000042658",6393
"ENSDNOG00000042659",723
"ENSDNOG00000042660",4879
"ENSDNOG00000042661",103
"ENSDNOG00000042662",420
"ENSDNOG00000042663",3207
"ENSDNOG00000042664",702
"ENSDNOG00000042665",1131
"ENSDNOG00000042666",4527
"ENSDNOG00000042667",1620
"ENSDNOG00000042668",107
"ENSDNOG00000042669",942
"ENSDNOG00000042670",498
"ENSDNOG00000042671",104
"ENSDNOG00000042672",3516
"ENSDNOG00000042673",3708
"ENSDNOG00000042674",138
"ENSDNOG00000042675",69
"ENSDNOG00000042676",582
"ENSDNOG00000042677",1026
"ENSDNOG00000042678",276
"ENSDNOG00000042679",514
"ENSDNOG00000042680",474
"ENSDNOG00000042681",5666
"ENSDNOG00000042682",703
"ENSDNOG00000042683",549
"ENSDNOG00000042684",267
"ENSDNOG00000042685",153
"ENSDNOG00000042686",2867.5
"ENSDNOG00000042687",963
"ENSDNOG00000042688",107
"ENSDNOG00000042689",3752
"ENSDNOG00000042690",135
"ENSDNOG00000042691",4523
"ENSDNOG00000042692",107
"ENSDNOG00000042693",1041
"ENSDNOG00000042694",909
"ENSDNOG00000042695",504
"ENSDNOG00000042696",545
"ENSDNOG00000042697",2485
"ENSDNOG00000042698",117
"ENSDNOG00000042699",107
"ENSDNOG00000042700",68
"ENSDNOG00000042701",1071
"ENSDNOG00000042702",4596
"ENSDNOG00000042703",644
"ENSDNOG00000042704",927
"ENSDNOG00000042705",127
"ENSDNOG00000042706",4824
"ENSDNOG00000042707",1680
"ENSDNOG00000042708",137
"ENSDNOG00000042709",1309
"ENSDNOG00000042710",1059
"ENSDNOG00000042711",834
"ENSDNOG00000042712",2385
"ENSDNOG00000042713",489
"ENSDNOG00000042714",107
"ENSDNOG00000042715",4596
"ENSDNOG00000042716",903
"ENSDNOG00000042717",432
"ENSDNOG00000042718",5188
"ENSDNOG00000042719",106
"ENSDNOG00000042720",730
"ENSDNOG00000042721",5512
"ENSDNOG00000042722",948
"ENSDNOG00000042723",107
"ENSDNOG00000042724",816
"ENSDNOG00000042725",161
"ENSDNOG00000042726",3657
"ENSDNOG00000042727",5121
"ENSDNOG00000042728",1680
"ENSDNOG00000042729",576
"ENSDNOG00000042730",1656
"ENSDNOG00000042731",932
"ENSDNOG00000042732",426
"ENSDNOG00000042733",579
"ENSDNOG00000042734",672
"ENSDNOG00000042735",2345
"ENSDNOG00000042736",966
"ENSDNOG00000042737",408
"ENSDNOG00000042738",369
"ENSDNOG00000042739",142
"ENSDNOG00000042740",4307
"ENSDNOG00000042741",396
"ENSDNOG00000042742",107
"ENSDNOG00000042743",1941
"ENSDNOG00000042744",5385
"ENSDNOG00000042745",426
"ENSDNOG00000042746",2896
"ENSDNOG00000042747",5662
"ENSDNOG00000042748",107
"ENSDNOG00000042749",678
"ENSDNOG00000042750",986
"ENSDNOG00000042751",792
"ENSDNOG00000042752",3796.5
"ENSDNOG00000042753",459
"ENSDNOG00000042754",945
"ENSDNOG00000042755",435
"ENSDNOG00000042756",585
"ENSDNOG00000042757",7345
"ENSDNOG00000042758",1715
"ENSDNOG00000042759",270
"ENSDNOG00000042760",747
"ENSDNOG00000042761",589.5
"ENSDNOG00000042762",954
"ENSDNOG00000042763",164
"ENSDNOG00000042764",822
"ENSDNOG00000042765",557
"ENSDNOG00000042766",939
"ENSDNOG00000042767",107
"ENSDNOG00000042768",492
"ENSDNOG00000042769",3937
"ENSDNOG00000042770",1062
"ENSDNOG00000042771",369
"ENSDNOG00000042772",465
"ENSDNOG00000042773",402
"ENSDNOG00000042774",65
"ENSDNOG00000042775",3038
"ENSDNOG00000042776",447
"ENSDNOG00000042777",106
"ENSDNOG00000042778",190
"ENSDNOG00000042779",1004
"ENSDNOG00000042780",537
"ENSDNOG00000042781",636
"ENSDNOG00000042782",1516
"ENSDNOG00000042783",945
"ENSDNOG00000042784",672
"ENSDNOG00000042785",3299.5
"ENSDNOG00000042786",417
