"hsap_ensembl_gid","hsap_gene_name","diff_1","diff_2","undiff_1","undiff_2"
"ENSG00000141338","ABCA8",2283,2481,256,311
"ENSG00000141349","G6PC3",2737,2692,2166,2214
"ENSG00000141367","CLTC",34382,34149,53062,58870
"ENSG00000141371","C17orf64",0,0,0,0
"ENSG00000141376","BCAS3",1030,995,1130,1151
"ENSG00000141378","PTRH2",724,731,771,882
"ENSG00000141380","SS18",3888,3921,4914,5148
"ENSG00000141384","TAF4B",88,59,43,64
"ENSG00000141385","AFG3L2",1645,1658,1715,1976
"ENSG00000141391","SLMO1",108,102,157,185
"ENSG00000141401","IMPA2",4576,4463,201,182
"ENSG00000141404","GNAL",161,126,48,87
"ENSG00000141424","SLC39A6",9577,9974,8602,9685
"ENSG00000141425","RPRD1A",2382,2571,2254,2536
"ENSG00000141428","C18orf21",274,287,336,399
"ENSG00000141429","GALNT1",3198,3199,3335,3822
"ENSG00000141431","ASXL3",0,0,1,2
"ENSG00000141433","ADCYAP1",0,0,4,0
"ENSG00000141434","MEP1B",0,0,0,0
"ENSG00000141437","SLC25A52",0,0,0,0
"ENSG00000141441","GAREM",34,17,29,28
"ENSG00000141446","ESCO1",690,755,666,737
"ENSG00000141447","OSBPL1A",1682,1564,2950,3390
"ENSG00000141448","GATA6",189,149,366,375
"ENSG00000141449","GREB1L",245,274,162,152
"ENSG00000141452","C18orf8",432,447,732,803
"ENSG00000141456","PELP1",1633,1777,1735,1893
"ENSG00000141458","NPC1",1893,2084,2411,2385
"ENSG00000141469","SLC14A1",0,0,270,297
"ENSG00000141480","ARRB2",259,224,186,159
"ENSG00000141485","SLC13A5",10,6,8,10
"ENSG00000141497","ZMYND15",0,0,1,2
"ENSG00000141499","WRAP53",217,239,281,328
"ENSG00000141503","MINK1",3345,3459,4564,4766
"ENSG00000141504","SAT2",1681,1756,1765,1908
"ENSG00000141505","ASGR1",30,23,79,65
"ENSG00000141506","PIK3R5",0,0,0,0
"ENSG00000141510","TP53",2208,2221,1656,1684
"ENSG00000141519","CCDC40",699,734,476,519
"ENSG00000141522","ARHGDIA",4551,4440,9592,9348
"ENSG00000141524","TMC6",0,4,2,1
"ENSG00000141526","SLC16A3",3161,3383,6446,6276
"ENSG00000141527","CARD14",49,43,41,26
"ENSG00000141540","TTYH2",118,129,28,28
"ENSG00000141542","RAB40B",383,419,336,368
"ENSG00000141543","EIF4A3",2734,2652,2851,2988
"ENSG00000141551","CSNK1D",8877,9339,7197,7149
"ENSG00000141552","ANAPC11",2163,2225,2196,2242
"ENSG00000141556","TBCD",2356,2327,3992,4084
"ENSG00000141560","FN3KRP",860,815,1365,1485
"ENSG00000141562","NARF",1395,1424,1887,2023
"ENSG00000141564","RPTOR",2983,3072,2748,2691
"ENSG00000141568","FOXK2",2203,2212,2560,2707
"ENSG00000141569","TRIM65",993,1039,1073,1066
"ENSG00000141570","CBX8",365,315,421,415
"ENSG00000141574","SECTM1",528,540,113,106
"ENSG00000141576","RNF157",1776,1886,3397,3638
"ENSG00000141577","AZI1",523,519,578,563
"ENSG00000141579","ZNF750",0,0,4,1
"ENSG00000141580","WDR45B",2829,2832,3682,3944
"ENSG00000141582","CBX4",611,562,588,512
"ENSG00000141622","RNF165",1,6,2,2
"ENSG00000141627","DYM",2169,2223,1931,2231
"ENSG00000141639","MAPK4",1,1,0,0
"ENSG00000141642","ELAC1",196,185,122,124
"ENSG00000141644","MBD1",2628,2802,2573,2554
"ENSG00000141646","SMAD4",3564,3463,3388,3741
"ENSG00000141655","TNFRSF11A",0,0,0,0
"ENSG00000141664","ZCCHC2",366,339,585,564
"ENSG00000141665","FBXO15",5,4,11,4
"ENSG00000141668","CBLN2",0,8,0,0
"ENSG00000141682","PMAIP1",192,221,1764,1824
"ENSG00000141696","LEPREL4",7436,7300,3475,3502
"ENSG00000141698","NT5C3B",1010,984,1042,1125
"ENSG00000141699","FAM134C",2196,2279,3041,3317
"ENSG00000141720","PIP4K2B",4104,4178,5510,6123
"ENSG00000141736","ERBB2",4206,4144,2722,2777
"ENSG00000141738","GRB7",1,2,11,1
"ENSG00000141741","MIEN1",731,692,825,873
"ENSG00000141744","PNMT",0,5,0,0
"ENSG00000141748","ARL5C",0,0,0,0
"ENSG00000141750","STAC2",16,11,4,16
"ENSG00000141753","IGFBP4",395478,399001,48375,51473
"ENSG00000141756","FKBP10",47109,47212,23689,24458
"ENSG00000141759","TXNL4A",1434,1528,1433,1486
"ENSG00000141837","CACNA1A",19,30,71,97
"ENSG00000141854","hsa-mir-1199",30,22,38,48
"ENSG00000141858","SAMD1",625,620,882,870
"ENSG00000141867","BRD4",4117,4028,5725,5958
"ENSG00000141873","SLC39A3",668,702,692,550
"ENSG00000141905","NFIC",6318,6428,9394,9464
"ENSG00000141933","TPGS1",173,128,174,165
"ENSG00000141934","PPAP2C",596,664,1161,1285
"ENSG00000141946","ZIM3",0,0,0,0
"ENSG00000141956","PRDM15",589,649,634,631
"ENSG00000141959","PFKL",4750,4969,5567,5511
"ENSG00000141965","FEM1A",46,28,34,49
"ENSG00000141968","VAV1",0,0,0,0
"ENSG00000141971","MVB12A",808,799,878,839
"ENSG00000141977","CIB3",1,2,0,0
"ENSG00000141979","CTD-3222D19.2",0,1,0,0
"ENSG00000141985","SH3GL1",3534,3525,5701,5682
"ENSG00000141994","DUS3L",240,226,244,262
"ENSG00000142002","DPP9",1349,1381,3510,3506
"ENSG00000142025","DMRTC2",0,0,0,0
"ENSG00000142039","CCDC97",718,628,637,675
"ENSG00000142046","TMEM91",404,469,123,145
"ENSG00000142065","ZFP14",278,255,344,472
"ENSG00000142082","SIRT3",780,711,682,778
"ENSG00000142089","IFITM3",24579,25240,11293,11487
"ENSG00000142102","ATHL1",2803,2819,1170,1097
"ENSG00000142149","HUNK",103,103,477,524
"ENSG00000142156","COL6A1",118762,117211,127752,124838
"ENSG00000142163","OR1E3",0,0,0,0
"ENSG00000142166","IFNAR1",3224,3336,4798,5246
"ENSG00000142168","SOD1",3966,3993,4502,4876
"ENSG00000142173","COL6A2",126346,125938,178877,172259
"ENSG00000142178","SIK1",878,881,476,506
"ENSG00000142182","DNMT3L",0,0,0,0
"ENSG00000142185","TRPM2",0,0,1,1
"ENSG00000142186","SCYL1",4600,4652,4812,4993
"ENSG00000142188","TMEM50B",1350,1503,1580,1757
"ENSG00000142192","APP",51269,51556,84378,88780
"ENSG00000142197","DOPEY2",523,458,2688,2672
"ENSG00000142207","URB1",5090,5307,2803,2782
"ENSG00000142208","AKT1",6294,6590,8378,8539
"ENSG00000142224","IL19",19,25,326,408
"ENSG00000142227","EMP3",3730,3677,6793,6907
"ENSG00000142230","SAE1",4393,4573,6467,6953
"ENSG00000142233","NTN5",29,31,28,4
"ENSG00000142235","LMTK3",16,11,0,0
"ENSG00000142252","GEMIN7",234,251,270,243
"ENSG00000142273","CBLC",0,0,0,0
"ENSG00000142279","WTIP",644,662,1025,1043
"ENSG00000142303","ADAMTS10",1071,1053,1166,1159
"ENSG00000142319","SLC6A3",0,0,0,0
"ENSG00000142327","RNPEPL1",1784,1739,3044,3106
"ENSG00000142330","CAPN10",561,577,737,672
"ENSG00000142347","MYO1F",47,51,45,52
"ENSG00000142396","ERVK3-1",514,450,588,547
"ENSG00000142405","NLRP12",15,10,9,10
"ENSG00000142408","CACNG8",31,23,8,26
"ENSG00000142409","ZNF787",264,290,398,324
"ENSG00000142444","C19orf52",552,558,546,574
"ENSG00000142449","FBN3",0,0,0,0
"ENSG00000142453","CARM1",4124,4203,6185,6092
"ENSG00000142459","EVI5L",1193,1140,1313,1307
"ENSG00000142484","TM4SF5",1,0,1,0
"ENSG00000142494","SLC47A1",284,289,0,3
"ENSG00000142507","PSMB6",2095,2059,3098,3241
"ENSG00000142511","GPR32",0,0,0,0
"ENSG00000142512","SIGLEC10",2,2,2,1
"ENSG00000142513","ACPT",2,0,1,6
"ENSG00000142515","KLK3",0,0,0,0
"ENSG00000142528","ZNF473",333,332,478,547
"ENSG00000142530","FAM71E1",15,24,7,5
"ENSG00000142534","RPS11",35429,35702,23035,23852
"ENSG00000142538","PTH2",0,0,0,0
"ENSG00000142539","CTD-2545M3.6",0,0,0,0
"ENSG00000142541","RPL13A",50691,50356,30742,31486
"ENSG00000142544","CTU1",118,123,156,147
"ENSG00000142546","NOSIP",1082,1079,1314,1323
"ENSG00000142549","IGLON5",1,0,0,2
"ENSG00000142552","RCN3",19931,19741,10433,9823
"ENSG00000142556","ZNF614",524,520,509,641
"ENSG00000142583","SLC2A5",1,3,3,2
"ENSG00000142599","RERE",3945,3968,6470,6713
"ENSG00000142606","MMEL1",7,0,0,0
"ENSG00000142609","C1orf222",6,2,1,0
"ENSG00000142611","PRDM16",0,1,1,0
"ENSG00000142615","CELA2A",2,2,0,0
"ENSG00000142619","PADI3",0,0,4,1
"ENSG00000142621","FHAD1",12,23,3,1
"ENSG00000142623","PADI1",0,0,18,21
"ENSG00000142627","EPHA2",565,466,1972,1968
"ENSG00000142632","ARHGEF19",1325,1319,477,483
"ENSG00000142634","EFHD2",1177,1192,1800,1808
"ENSG00000142655","PEX14",618,628,662,686
"ENSG00000142657","PGD",10619,11091,13144,14260
"ENSG00000142661","MYOM3",0,3,0,1
"ENSG00000142669","SH3BGRL3",3236,3193,9724,10192
"ENSG00000142675","CNKSR1",9,10,10,14
"ENSG00000142676","RPL11",21198,21931,15058,16192
"ENSG00000142677","IL22RA1",7,9,14,26
"ENSG00000142684","ZNF593",45,67,50,36
"ENSG00000142686","C1orf216",1591,1543,2465,2717
"ENSG00000142687","KIAA0319L",4451,4411,2313,2512
"ENSG00000142694","EVA1B",761,754,1799,1739
"ENSG00000142698","C1orf94",0,0,0,0
"ENSG00000142700","DMRTA2",1,1,0,0
"ENSG00000142731","PLK4",216,172,565,603
"ENSG00000142733","MAP3K6",1071,1011,1332,1497
"ENSG00000142748","FCN3",0,1,0,0
"ENSG00000142751","GPN2",1268,1305,1348,1290
"ENSG00000142765","SYTL1",13,15,18,25
"ENSG00000142784","WDTC1",2975,3116,3871,4326
"ENSG00000142789","CELA3A",0,0,0,0
"ENSG00000142794","NBPF3",2326,2303,1223,1411
"ENSG00000142798","HSPG2",36346,35981,20924,21147
"ENSG00000142856","ITGB3BP",208,227,254,380
"ENSG00000142864","SERBP1",7102,7128,8834,9603
"ENSG00000142867","BCL10",448,495,799,912
"ENSG00000142871","CYR61",9204,9527,22487,24404
"ENSG00000142875","PRKACB",2580,2591,2649,2988
"ENSG00000142892","PIGK",3212,3100,2304,2521
"ENSG00000142910","TINAGL1",12,14,0,0
"ENSG00000142920","ADC",309,309,320,317
"ENSG00000142937","RPS8",33388,33427,22921,24257
"ENSG00000142945","KIF2C",648,689,1076,1077
"ENSG00000142949","PTPRF",6489,6758,12446,12744
"ENSG00000142959","BEST4",24,6,40,25
"ENSG00000142961","MOB3C",586,672,704,843
"ENSG00000142973","CYP4B1",3,0,2,0
"ENSG00000143001","TMEM61",0,0,0,0
"ENSG00000143006","DMRTB1",0,0,0,0
"ENSG00000143013","LMO4",3296,3190,4070,4092
"ENSG00000143028","SYPL2",1007,908,821,898
"ENSG00000143032","BARHL2",0,0,0,0
"ENSG00000143033","MTF2",728,859,854,950
"ENSG00000143036","SLC44A3",106,107,17,34
"ENSG00000143061","IGSF3",4,2,0,14
"ENSG00000143067","ZNF697",675,694,1666,1740
"ENSG00000143079","CTTNBP2NL",2920,2872,3378,3678
"ENSG00000143093","STRIP1",2068,1989,3012,2957
"ENSG00000143105","KCNA10",0,0,0,0
"ENSG00000143106","PSMA5",3182,3088,3533,3881
"ENSG00000143107","FNDC7",0,0,0,1
"ENSG00000143110","C1orf162",14,8,15,15
"ENSG00000143119","CD53",0,0,0,0
"ENSG00000143125","PROK1",23,18,0,0
"ENSG00000143126","CELSR2",355,315,417,372
"ENSG00000143127","ITGA10",58,46,584,626
"ENSG00000143140","GJA5",0,0,0,0
"ENSG00000143147","GPR161",1582,1707,1459,1527
"ENSG00000143149","ALDH9A1",3641,3894,3211,3298
"ENSG00000143153","ATP1B1",1212,1419,1133,1258
"ENSG00000143155","TIPRL",1150,1223,1441,1593
"ENSG00000143156","NME7",403,400,460,562
"ENSG00000143157","POGK",1688,1595,2273,2479
"ENSG00000143158","MPC2",480,441,1221,1332
"ENSG00000143162","CREG1",3247,3333,1140,1402
"ENSG00000143164","DCAF6",3079,3175,4907,5351
"ENSG00000143167","GPA33",0,0,0,0
"ENSG00000143171","RXRG",0,0,0,0
"ENSG00000143178","TBX19",18,25,56,79
"ENSG00000143179","UCK2",1128,1093,2889,3207
"ENSG00000143183","TMCO1",3326,3279,3096,3180
"ENSG00000143184","XCL1",0,0,0,0
"ENSG00000143185","XCL2",1,0,0,0
"ENSG00000143190","POU2F1",906,877,743,995
"ENSG00000143194","MAEL",0,0,0,0
"ENSG00000143195","ILDR2",0,4,0,0
"ENSG00000143196","DPT",160,192,51,82
"ENSG00000143198","MGST3",2097,2038,3498,3741
"ENSG00000143199","ADCY10",1,3,11,15
"ENSG00000143207","RFWD2",1385,1356,1728,2033
"ENSG00000143217","PVRL4",2,14,0,1
"ENSG00000143222","UFC1",1875,1989,1565,1821
"ENSG00000143224","PPOX",652,578,611,639
"ENSG00000143226","FCGR2A",7,1,0,0
"ENSG00000143228","NUF2",175,194,368,412
"ENSG00000143248","RGS5",46,45,97,105
"ENSG00000143252","SDHC",2526,2613,2229,2432
"ENSG00000143256","PFDN2",861,861,1538,1573
"ENSG00000143257","NR1I3",17,17,19,10
"ENSG00000143258","USP21",954,996,1100,1207
"ENSG00000143278","F13B",0,0,0,0
"ENSG00000143294","PRCC",1253,1320,1652,1685
"ENSG00000143297","FCRL5",0,0,0,0
"ENSG00000143303","RRNAD1",523,518,402,441
"ENSG00000143314","MRPL24",894,853,993,1013
"ENSG00000143315","PIGM",511,528,582,671
"ENSG00000143318","CASQ1",1,1,2,3
"ENSG00000143319","ISG20L2",1078,1097,1011,1040
"ENSG00000143320","CRABP2",2112,2217,653,638
"ENSG00000143321","HDGF",4504,4490,8226,8717
"ENSG00000143322","ABL2",2122,2166,4994,5346
"ENSG00000143324","XPR1",1532,1499,2529,2951
"ENSG00000143333","RGS16",36,40,6,1
"ENSG00000143337","TOR1AIP1",3252,3312,3060,3280
"ENSG00000143340","FAM163A",0,0,0,0
"ENSG00000143341","HMCN1",952,1020,3177,3446
"ENSG00000143344","RGL1",910,959,1661,1921
"ENSG00000143353","LYPLAL1",261,269,223,254
"ENSG00000143355","LHX9",165,128,107,88
"ENSG00000143363","PRUNE",871,864,699,690
"ENSG00000143365","RORC",1,2,0,0
"ENSG00000143367","TUFT1",456,479,156,140
"ENSG00000143368","SF3B4",1595,1534,2517,2492
"ENSG00000143369","ECM1",12401,12753,14837,15484
"ENSG00000143373","ZNF687",1175,1153,1210,1222
"ENSG00000143374","TARS2",921,867,727,897
"ENSG00000143375","CGN",1,0,0,0
"ENSG00000143376","SNX27",2273,2350,2050,2378
"ENSG00000143379","SETDB1",1718,1712,1503,1693
"ENSG00000143382","ADAMTSL4",2567,2735,436,445
"ENSG00000143384","MCL1",7263,7314,20610,22358
"ENSG00000143387","CTSK",16610,17042,34548,38027
"ENSG00000143390","RFX5",1615,1609,1213,1056
"ENSG00000143393","PI4KB",4693,4901,6077,6457
"ENSG00000143398","PIP5K1A",3272,3333,2255,2478
"ENSG00000143401","ANP32E",1838,1938,2535,2979
"ENSG00000143409","FAM63A",660,657,662,793
"ENSG00000143412","ANXA9",109,92,92,86
"ENSG00000143416","SELENBP1",3712,3738,1005,985
"ENSG00000143418","CERS2",5656,5591,4806,5215
"ENSG00000143420","ENSA",1907,1774,2576,2915
"ENSG00000143429","AC027612.6",1176,1187,1273,1343
"ENSG00000143434","SEMA6C",196,260,471,527
"ENSG00000143436","MRPL9",647,650,779,865
"ENSG00000143437","ARNT",5071,5278,2952,3170
"ENSG00000143442","POGZ",4009,3998,4187,4641
"ENSG00000143443","C1orf56",129,113,102,111
"ENSG00000143450","OAZ3",16,17,11,12
"ENSG00000143452","HORMAD1",0,0,0,0
"ENSG00000143457","GOLPH3L",848,883,666,803
"ENSG00000143458","GABPB2",723,750,779,893
"ENSG00000143466","IKBKE",307,334,905,948
"ENSG00000143469","SYT14",139,137,423,486
"ENSG00000143473","KCNH1",100,96,159,157
"ENSG00000143476","DTL",319,292,791,858
"ENSG00000143479","DYRK3",404,416,1474,1467
"ENSG00000143486","EIF2D",2465,2462,2011,2042
"ENSG00000143493","INTS7",643,646,724,797
"ENSG00000143494","VASH2",38,24,71,95
"ENSG00000143498","TAF1A",143,130,216,200
"ENSG00000143499","SMYD2",687,668,774,918
"ENSG00000143502","SUSD4",0,0,9,10
"ENSG00000143507","DUSP10",1503,1469,2225,2573
"ENSG00000143512","HHIPL2",2,10,9,5
"ENSG00000143514","TP53BP2",2208,2181,3278,3582
"ENSG00000143515","ATP8B2",13080,13561,9941,10338
"ENSG00000143520","FLG2",0,0,0,0
"ENSG00000143536","CRNN",0,0,0,0
"ENSG00000143537","ADAM15",4290,4350,1883,1985
"ENSG00000143543","JTB",3154,3151,2232,2326
"ENSG00000143545","RAB13",5866,6028,9320,9900
"ENSG00000143546","S100A8",0,0,4,4
"ENSG00000143549","TPM3",5434,5225,9461,10461
"ENSG00000143552","NUP210L",0,0,1,0
"ENSG00000143553","SNAPIN",809,780,762,789
"ENSG00000143554","SLC27A3",796,833,939,868
"ENSG00000143556","S100A7",0,0,0,0
"ENSG00000143569","UBAP2L",10327,10548,9200,9478
"ENSG00000143570","SLC39A1",4357,4299,4218,4286
"ENSG00000143575","HAX1",1750,1626,2025,2120
"ENSG00000143578","CREB3L4",271,281,294,308
"ENSG00000143590","EFNA3",31,11,15,20
"ENSG00000143595","AQP10",0,0,0,0
"ENSG00000143603","KCNN3",5,3,2,5
"ENSG00000143612","C1orf43",5741,5679,5336,5556
"ENSG00000143614","GATAD2B",1567,1607,2106,2356
"ENSG00000143621","ILF2",4703,4916,4706,5406
"ENSG00000143622","RIT1",1222,1256,2014,2282
"ENSG00000143624","INTS3",8985,9188,5089,5419
"ENSG00000143627","PKLR",0,0,0,1
"ENSG00000143630","HCN3",203,206,347,349
"ENSG00000143631","FLG",162,177,34,63
"ENSG00000143632","ACTA1",0,0,2,6
"ENSG00000143633","C1orf131",275,244,320,362
"ENSG00000143641","GALNT2",18168,18256,5695,5760
"ENSG00000143643","TTC13",794,813,582,660
"ENSG00000143653","SCCPDH",1561,1524,1745,1918
"ENSG00000143669","LYST",2287,2397,4962,5544
"ENSG00000143674","MLK4",3,3,18,6
"ENSG00000143702","CEP170",2635,2762,8393,9325
"ENSG00000143727","ACP1",2205,2098,2211,2397
"ENSG00000143740","SNAP47",1095,1171,1374,1187
"ENSG00000143742","SRP9",4219,4062,6083,6839
"ENSG00000143748","NVL",670,720,813,873
"ENSG00000143751","SDE2",865,874,1224,1362
"ENSG00000143753","DEGS1",5169,5261,4740,5202
"ENSG00000143756","FBXO28",1364,1432,2110,2434
"ENSG00000143761","ARF1",18965,19302,21331,22085
"ENSG00000143768","LEFTY2",296,281,20,15
"ENSG00000143771","CNIH4",2420,2510,2166,2352
"ENSG00000143772","ITPKB",983,973,1049,1105
"ENSG00000143774","GUK1",3603,3710,5624,5519
"ENSG00000143776","CDC42BPA",7387,7535,9960,10978
"ENSG00000143786","CNIH3",65,62,5364,5883
"ENSG00000143793","C1orf35",226,204,506,385
"ENSG00000143797","MBOAT2",2219,2262,2297,2571
"ENSG00000143799","PARP1",5220,5034,3937,4340
"ENSG00000143801","PSEN2",266,270,585,585
"ENSG00000143811","PYCR2",1576,1568,1380,1444
"ENSG00000143815","LBR",1682,1625,1820,2054
"ENSG00000143816","WNT9A",105,97,63,109
"ENSG00000143819","EPHX1",2451,2560,1710,1666
"ENSG00000143839","REN",1685,1839,151,142
"ENSG00000143842","SOX13",854,883,763,854
"ENSG00000143845","ETNK2",228,266,345,342
"ENSG00000143847","PPFIA4",21,41,100,116
"ENSG00000143850","PLEKHA6",106,129,67,34
"ENSG00000143851","PTPN7",0,0,0,1
"ENSG00000143858","SYT2",6,3,3,2
"ENSG00000143862","ARL8A",930,902,1088,1179
"ENSG00000143867","OSR1",161,188,271,274
"ENSG00000143869","GDF7",2,0,0,0
"ENSG00000143870","PDIA6",14261,14395,12290,13675
"ENSG00000143878","RHOB",17101,17122,3725,3936
"ENSG00000143882","ATP6V1C2",42,33,97,110
"ENSG00000143889","HNRNPLL",1595,1591,1806,2011
"ENSG00000143891","GALM",261,290,362,442
"ENSG00000143919","CAMKMT",97,107,116,137
"ENSG00000143921","ABCG8",0,0,0,0
"ENSG00000143924","EML4",2457,2491,3678,4091
"ENSG00000143933","CALM2",10909,11069,27803,31876
"ENSG00000143942","CHAC2",11,9,31,48
"ENSG00000143947","RPS27A",10834,11024,8762,9402
"ENSG00000143951","WDPCP",339,367,325,415
"ENSG00000143952","VPS54",1676,1545,1826,2055
"ENSG00000143954","REG3G",0,0,0,0
"ENSG00000143970","ASXL2",2297,2490,3166,3265
"ENSG00000143971","ETAA1",941,922,888,927
"ENSG00000143977","SNRPG",526,554,892,989
"ENSG00000143994","ABHD1",4,9,6,1
"ENSG00000143995","MEIS1",17557,18299,4806,5216
"ENSG00000144010","TRIM43B",0,0,0,0
"ENSG00000144015","TRIM43",0,0,0,0
"ENSG00000144021","CIAO1",2626,2547,3179,3354
"ENSG00000144026","ZNF514",552,534,627,729
"ENSG00000144028","SNRNP200",14653,14614,16056,17056
"ENSG00000144029","MRPS5",1801,1819,1823,1901
"ENSG00000144031","ANKRD53",49,60,71,108
"ENSG00000144034","TPRKB",277,313,357,391
"ENSG00000144035","NAT8",0,0,1,0
"ENSG00000144036","EXOC6B",2135,2157,2951,3044
"ENSG00000144040","SFXN5",607,592,798,852
"ENSG00000144043","TEX261",4648,4583,4057,4268
"ENSG00000144045","DQX1",0,0,1,0
"ENSG00000144048","DUSP11",700,640,718,803
"ENSG00000144057","ST6GAL2",37,53,90,148
"ENSG00000144061","NPHP1",253,298,342,405
"ENSG00000144063","MALL",11,11,237,272
"ENSG00000144115","THNSL2",36,36,8,13
"ENSG00000144118","RALB",1469,1377,2927,3127
"ENSG00000144119","C1QL2",0,0,0,0
"ENSG00000144120","TMEM177",180,189,102,98
"ENSG00000144130","NT5DC4",0,0,2,3
"ENSG00000144134","RABL2A",301,330,330,339
"ENSG00000144136","SLC20A1",1591,1579,10513,11456
"ENSG00000144140","RP11-143M1.7",0,0,0,0
"ENSG00000144152","FBLN7",1441,1513,563,596
"ENSG00000144158","RP11-395L14.17",0,2,0,0
"ENSG00000144161","ZC3H8",210,224,184,201
"ENSG00000144182","LIPT1",102,80,63,72
"ENSG00000144188","TRIM43CP",0,0,0,0
"ENSG00000144191","CNGA3",0,0,0,1
"ENSG00000144199","FAHD2B",132,101,44,56
"ENSG00000144214","LYG1",13,21,26,16
"ENSG00000144218","AFF3",32,34,796,765
"ENSG00000144224","UBXN4",6591,6558,7663,8532
"ENSG00000144227","NXPH2",0,0,0,0
"ENSG00000144228","SPOPL",1071,1015,1175,1302
"ENSG00000144229","THSD7B",29,24,0,0
"ENSG00000144230","GPR17",41,44,7,7
"ENSG00000144231","POLR2D",806,772,925,982
"ENSG00000144233","AMMECR1L",5055,5108,2369,2475
"ENSG00000144278","GALNT13",0,1,1,0
"ENSG00000144283","PKP4",2399,2395,1727,1970
"ENSG00000144285","SCN1A",0,0,0,0
"ENSG00000144290","SLC4A10",0,0,0,0
"ENSG00000144306","SCRN3",764,728,587,664
"ENSG00000144320","KIAA1715",2109,2291,3596,4033
"ENSG00000144331","ZNF385B",1,2,1,0
"ENSG00000144339","TMEFF2",30,41,9,5
"ENSG00000144354","CDCA7",115,102,147,140
"ENSG00000144355","DLX1",126,165,326,329
"ENSG00000144357","UBR3",3515,3638,2794,3069
"ENSG00000144362","PHOSPHO2",146,130,25,25
"ENSG00000144366","GULP1",1628,1534,2632,2748
"ENSG00000144369","FAM171B",1636,1746,1857,2189
"ENSG00000144381","HSPD1",6827,6808,7872,8668
"ENSG00000144395","CCDC150",317,267,287,316
"ENSG00000144401","METTL21A",556,547,428,360
"ENSG00000144406","UNC80",14,6,16,3
"ENSG00000144407","PTH2R",2,1,0,0
"ENSG00000144410","CPO",0,0,0,0
"ENSG00000144426","NBEAL1",1316,1401,1668,1647
"ENSG00000144445","KANSL1L",754,750,981,1138
"ENSG00000144451","SPAG16",492,421,334,385
"ENSG00000144452","ABCA12",6,3,0,1
"ENSG00000144455","SUMF1",4376,4463,2281,2345
"ENSG00000144460","NYAP2",5,2,3,2
"ENSG00000144468","RHBDD1",1691,1655,1861,2175
"ENSG00000144476","ACKR3",304,379,0,0
"ENSG00000144481","TRPM8",0,1,1,0
"ENSG00000144485","HES6",65,74,23,26
"ENSG00000144488","ESPNL",75,86,11,9
"ENSG00000144504","ANKMY1",413,397,414,424
"ENSG00000144524","COPS7B",1652,1797,1714,1836
"ENSG00000144535","DIS3L2",672,701,607,680
"ENSG00000144550","CPNE9",0,0,0,0
"ENSG00000144554","FANCD2",403,404,733,810
"ENSG00000144559","TAMM41",199,178,282,285
"ENSG00000144560","VGLL4",1397,1503,2654,2791
"ENSG00000144566","RAB5A",2714,2787,2925,3205
"ENSG00000144567","FAM134A",3818,3952,5320,5573
"ENSG00000144579","CTDSP1",3078,3089,3916,4029
"ENSG00000144580","RQCD1",2370,2321,2622,2833
"ENSG00000144583","MARCH4",245,277,1689,1594
"ENSG00000144589","STK11IP",697,708,993,1065
"ENSG00000144591","GMPPA",2631,2650,2262,2542
"ENSG00000144596","GRIP2",6,5,2,1
"ENSG00000144597","EAF1",777,743,909,1090
"ENSG00000144619","CNTN4",6,5,7,2
"ENSG00000144635","DYNC1LI1",883,944,1635,1824
"ENSG00000144642","RBMS3",1496,1432,1048,1185
"ENSG00000144644","GADL1",1,0,1,2
"ENSG00000144645","OSBPL10",1041,1053,336,338
"ENSG00000144647","POMGNT2",2275,2370,658,686
"ENSG00000144648","ACKR2",7,3,9,2
"ENSG00000144649","FAM198A",407,406,60,39
"ENSG00000144655","CSRNP1",271,264,2290,2364
"ENSG00000144659","SLC25A38",1373,1411,965,1036
"ENSG00000144668","ITGA9",30,36,28,12
"ENSG00000144671","SLC22A14",1,2,8,6
"ENSG00000144674","GOLGA4",7505,7706,8431,9428
"ENSG00000144677","CTDSPL",3263,3180,2892,3006
"ENSG00000144681","STAC",2,5,0,0
"ENSG00000144711","IQSEC1",2245,2243,2260,2611
"ENSG00000144712","CAND2",670,681,567,553
"ENSG00000144713","RPL32",20706,20745,14506,15746
"ENSG00000144724","PTPRG",6376,6296,4149,4566
"ENSG00000144730","IL17RD",11,9,22,42
"ENSG00000144736","SHQ1",832,902,684,718
