"hsap_ensembl_gid","hsap_gene_name","control_1","control_2","control_3","control_4","conditioned_1","conditioned_2","conditioned_3","conditioned_4"
"ENSG00000021776","AQR",1016,1623,717,1736,2425,1437,1706,1399
"ENSG00000021826","CPS1",24,19,12,30,85,48,52,46
"ENSG00000021852","C8B",0,0,0,0,0,0,0,0
"ENSG00000022267","FHL1",621,920,426,974,1214,850,966,819
"ENSG00000022277","RTFDC1",1848,2889,1415,2594,2863,1960,1622,1628
"ENSG00000022355","GABRA1",0,0,1,5,0,0,0,1
"ENSG00000022556","NLRP2",83,165,85,145,337,194,140,154
"ENSG00000022567","SLC45A4",249,420,176,375,558,293,372,295
"ENSG00000022840","RNF10",5222,7672,3617,7724,8980,5697,5305,4705
"ENSG00000022976","ZNF839",58,118,48,103,166,88,95,82
"ENSG00000023041","ZDHHC6",647,1071,414,944,821,532,699,582
"ENSG00000023171","GRAMD1B",128,194,112,210,732,397,446,306
"ENSG00000023191","RNH1",1784,2507,1317,2662,2744,2009,1367,1232
"ENSG00000023228","NDUFS1",1704,2750,1266,2712,3083,2108,2236,1872
"ENSG00000023287","RB1CC1",1189,1676,787,1594,2320,1393,2242,1695
"ENSG00000023318","ERP44",1660,2602,1178,2224,2397,1766,2080,1653
"ENSG00000023330","ALAS1",3204,4929,2411,5179,6505,4679,4020,3477
"ENSG00000023445","BIRC3",2696,4256,1857,4004,5460,3413,5143,3785
"ENSG00000023516","AKAP11",1317,2241,861,1885,3396,1789,2767,2070
"ENSG00000023572","GLRX2",91,169,55,133,153,101,144,145
"ENSG00000023608","SNAPC1",648,1096,459,965,945,669,625,637
"ENSG00000023697","DERA",249,452,220,385,583,399,324,368
"ENSG00000023734","STRAP",4278,6669,2867,5751,5023,3383,3599,3226
"ENSG00000023839","ABCC2",33,45,23,44,43,28,25,22
"ENSG00000023892","DEF6",1565,2362,1112,2368,3120,2154,1578,1528
"ENSG00000023902","PLEKHO1",1321,1752,934,1742,3134,2150,1848,1736
"ENSG00000023909","GCLM",2115,3448,1499,3236,4772,3292,3701,3046
"ENSG00000024048","UBR2",2181,3374,1472,3430,3737,2351,2907,2226
"ENSG00000024422","EHD2",296,509,258,460,885,583,467,427
"ENSG00000024526","DEPDC1",462,975,300,756,929,601,759,628
"ENSG00000024862","CCDC28A",779,1097,549,990,971,702,654,555
"ENSG00000025039","RRAGD",1598,2804,1120,2377,2215,1521,1536,1317
"ENSG00000025156","HSF2",806,1084,593,1042,935,654,888,693
"ENSG00000025293","PHF20",2013,3635,1475,3154,3421,2119,2220,1942
"ENSG00000025423","HSD17B6",25,25,15,42,53,34,36,22
"ENSG00000025434","NR1H3",42,78,51,75,84,55,45,29
"ENSG00000025708","TYMP",1848,2500,1335,2631,3409,2465,1827,1734
"ENSG00000025770","NCAPH2",614,861,423,878,1126,691,593,506
"ENSG00000025772","TOMM34",492,682,295,647,952,558,509,464
"ENSG00000025796","SEC63",1786,2629,1296,2295,2740,2032,2151,1841
"ENSG00000025800","KPNA6",2340,3618,1542,3923,5122,2822,2829,2735
"ENSG00000026025","VIM",11130,20092,8371,15463,22537,16218,12402,11258
"ENSG00000026036","RTEL1-TNFRSF6B",0,3,1,0,1,1,3,1
"ENSG00000026103","FAS",702,1186,462,1035,1568,1108,1277,1170
"ENSG00000026297","RNASET2",1037,1601,760,1618,1795,1112,764,714
"ENSG00000026508","CD44",12131,18558,8231,16515,15185,9873,9221,8671
"ENSG00000026559","KCNG1",2,10,3,0,8,2,8,3
"ENSG00000026652","AGPAT4",193,317,125,259,346,234,306,218
"ENSG00000026751","SLAMF7",158,312,133,237,310,210,184,165
"ENSG00000026950","BTN3A1",465,651,297,571,825,596,500,478
"ENSG00000027001","MIPEP",85,137,60,103,223,126,105,107
"ENSG00000027075","PRKCH",3348,5479,2371,5376,4771,3098,3493,2881
"ENSG00000027644","INSRR",2,3,4,10,2,0,2,2
"ENSG00000027697","IFNGR1",1839,2600,1174,2457,2826,1983,2226,1850
"ENSG00000027847","B4GALT7",65,95,50,99,154,77,66,59
"ENSG00000027869","SH2D2A",1615,2418,1141,2222,3838,2330,1788,1699
"ENSG00000028116","VRK2",263,408,167,391,527,390,500,324
"ENSG00000028137","TNFRSF1B",2978,3926,2189,4483,5690,3835,3960,3152
"ENSG00000028203","VEZT",1341,1940,889,1866,2052,1428,1615,1304
"ENSG00000028277","POU2F2",1101,1374,784,1256,1906,1379,1303,1254
"ENSG00000028310","BRD9",220,311,197,302,496,329,311,289
"ENSG00000028528","SNX1",1746,2533,1214,2591,3478,2393,2130,2021
"ENSG00000028839","TBPL1",460,686,322,614,589,326,505,501
"ENSG00000029153","ARNTL2",297,500,207,433,783,501,1054,770
"ENSG00000029363","BCLAF1",696,987,499,840,1799,1184,1760,1361
"ENSG00000029364","SLC39A9",2317,3977,1554,3768,4076,2406,2793,2318
"ENSG00000029534","ANK1",108,108,99,152,300,200,201,123
"ENSG00000029559","IBSP",0,0,0,1,3,1,0,0
"ENSG00000029639","TFB1M",499,750,340,721,655,497,477,394
"ENSG00000029725","RABEP1",1268,1775,1064,1680,2617,1701,1944,1569
"ENSG00000029993","HMGB3",818,1336,666,1189,1440,1122,844,828
"ENSG00000030066","NUP160",1745,3146,1234,3014,3840,2305,2402,2117
"ENSG00000030110","BAK1",1225,1936,833,1720,1607,974,867,824
"ENSG00000030304","MUSK",0,0,0,0,0,0,0,0
"ENSG00000030419","IKZF2",80,114,43,105,122,86,185,116
"ENSG00000030582","GRN",1775,2927,1256,2524,4343,2897,2220,1919
"ENSG00000031003","FAM13B",210,304,138,270,507,308,570,388
"ENSG00000031081","ARHGAP31",284,353,186,387,1234,749,791,647
"ENSG00000031691","CENPQ",142,262,98,192,259,185,211,207
"ENSG00000031698","SARS",5000,8200,3632,7328,7025,4901,3726,3701
"ENSG00000031823","RANBP3",1514,2020,1149,2066,2774,2178,1792,1644
"ENSG00000032219","ARID4A",670,853,401,686,1143,1052,1073,1018
"ENSG00000032389","TSSC1",365,579,224,527,655,480,357,350
"ENSG00000032444","PNPLA6",1149,1638,794,1704,2361,1417,1298,1118
"ENSG00000032742","IFT88",9,24,10,23,61,42,24,47
"ENSG00000033011","ALG1",129,213,101,201,338,249,197,159
"ENSG00000033030","ZCCHC8",332,550,236,482,783,491,540,484
"ENSG00000033050","ABCF2",1159,1767,900,1699,1900,1302,1182,1099
"ENSG00000033100","CHPF2",595,980,400,1049,1834,986,1054,867
"ENSG00000033122","LRRC7",0,0,0,0,0,0,2,0
"ENSG00000033170","FUT8",432,764,302,739,835,561,521,445
"ENSG00000033178","UBA6",1038,1913,844,1700,2550,1558,2352,1868
"ENSG00000033327","GAB2",1222,1742,914,1382,1879,1343,1367,1156
"ENSG00000033627","ATP6V0A1",388,631,319,733,1020,624,739,568
"ENSG00000033800","PIAS1",1116,1812,799,1619,1687,1021,1061,938
"ENSG00000033867","SLC4A7",1350,2659,1068,2444,4231,2505,3155,2481
"ENSG00000034053","APBA2",186,252,154,250,442,289,258,233
"ENSG00000034152","MAP2K3",2026,2967,1393,3083,3285,2140,1879,1729
"ENSG00000034239","EFCAB1",0,0,0,0,0,0,0,0
"ENSG00000034510","TMSB10",59716,82303,43022,78571,67214,49464,32729,41854
"ENSG00000034533","ASTE1",73,154,56,109,142,91,90,84
"ENSG00000034677","RNF19A",1873,2895,1365,2657,3935,2587,3730,2819
"ENSG00000034693","PEX3",358,576,326,503,497,345,361,324
"ENSG00000034713","GABARAPL2",2681,3861,1705,3852,3535,2666,2731,2528
"ENSG00000034971","MYOC",0,0,0,0,0,2,0,0
"ENSG00000035115","SH3YL1",1119,1895,699,1547,1608,1024,991,899
"ENSG00000035141","FAM136A",677,1033,497,935,1224,828,777,794
"ENSG00000035403","VCL",577,969,497,836,1501,1017,1001,740
"ENSG00000035499","DEPDC1B",412,869,392,795,888,476,481,402
"ENSG00000035664","DAPK2",14,23,10,37,28,19,25,14
"ENSG00000035681","NSMAF",802,1219,514,1159,1469,902,996,838
"ENSG00000035687","ADSS",678,1025,486,1028,1786,1409,1468,1357
"ENSG00000035720","STAP1",58,78,48,76,86,60,58,48
"ENSG00000035862","TIMP2",228,239,189,345,514,385,380,308
"ENSG00000035928","RFC1",1742,2214,1242,2145,2926,2278,2304,2112
"ENSG00000036054","TBC1D23",592,885,379,809,794,506,719,642
"ENSG00000036257","CUL3",2048,3134,1478,2652,3309,2167,2624,2245
"ENSG00000036448","MYOM2",102,129,68,117,127,104,72,54
"ENSG00000036473","OTC",0,0,0,0,0,0,0,0
"ENSG00000036530","CYP46A1",0,1,2,3,2,0,3,0
"ENSG00000036549","ZZZ3",590,939,397,915,1397,898,1022,882
"ENSG00000036565","SLC18A1",0,0,0,0,0,0,0,0
"ENSG00000036672","USP2",81,96,40,82,66,33,30,40
"ENSG00000036828","CASR",40,33,27,47,248,208,174,154
"ENSG00000037042","TUBG2",55,73,44,103,107,47,63,77
"ENSG00000037241","RPL26L1",338,620,281,522,629,364,266,289
"ENSG00000037280","FLT4",39,60,30,63,87,44,44,41
"ENSG00000037474","NSUN2",1009,1328,712,1425,2069,1505,1488,1230
"ENSG00000037637","FBXO42",545,839,368,929,1133,674,618,506
"ENSG00000037749","MFAP3",358,642,281,655,1080,570,860,595
"ENSG00000037757","MRI1",272,362,218,333,485,324,317,283
"ENSG00000037897","METTL1",30,84,29,51,52,46,26,24
"ENSG00000037965","HOXC8",0,0,0,1,0,0,0,1
"ENSG00000038002","AGA",178,277,143,246,278,245,209,205
"ENSG00000038210","PI4K2B",761,1236,497,1191,1908,1310,1938,1384
"ENSG00000038219","BOD1L1",595,469,454,403,1055,1129,869,889
"ENSG00000038274","MAT2B",4116,5866,2764,6019,6184,4253,5494,4471
"ENSG00000038295","TLL1",0,0,0,0,0,1,0,0
"ENSG00000038358","EDC4",769,1177,603,1117,1895,1289,1006,863
"ENSG00000038382","TRIO",456,545,349,471,1503,932,1238,935
"ENSG00000038427","VCAN",5,8,7,3,23,13,23,13
"ENSG00000038532","CLEC16A",546,758,378,795,1352,788,1034,699
"ENSG00000038945","MSR1",0,0,0,0,0,0,3,1
"ENSG00000039068","CDH1",61,164,57,144,238,171,98,119
"ENSG00000039123","SKIV2L2",1238,1963,856,1783,2578,1704,2073,1606
"ENSG00000039139","DNAH5",0,0,0,0,0,0,0,0
"ENSG00000039319","ZFYVE16",189,353,143,293,565,349,539,409
"ENSG00000039523","FAM65A",1625,2599,1183,2256,3181,2060,1770,1543
"ENSG00000039537","C6",0,0,0,0,0,0,0,0
"ENSG00000039560","RAI14",127,179,112,167,380,309,256,245
"ENSG00000039600","SOX30",9,6,3,6,12,8,3,8
"ENSG00000039650","PNKP",278,429,198,376,514,358,295,322
"ENSG00000039987","BEST2",0,0,0,1,1,0,0,0
"ENSG00000040199","PHLPP2",497,914,316,802,1288,640,909,712
"ENSG00000040275","SPDL1",130,253,120,188,371,266,272,219
"ENSG00000040341","STAU2",564,955,418,937,1415,959,1060,907
"ENSG00000040487","PQLC2",96,151,45,133,228,145,150,98
"ENSG00000040531","CTNS",201,287,177,336,507,331,328,269
"ENSG00000040608","RTN4R",168,256,99,208,237,125,96,79
"ENSG00000040633","PHF23",497,681,397,803,1114,932,824,667
"ENSG00000040731","CDH10",0,0,0,0,0,0,0,0
"ENSG00000040933","INPP4A",713,1057,484,965,1544,895,1139,900
"ENSG00000041353","RAB27B",2,0,1,5,3,8,10,17
"ENSG00000041357","PSMA4",2571,3772,1820,3257,3693,2801,2387,2445
"ENSG00000041515","MYO16",0,1,0,0,3,2,1,2
"ENSG00000041802","LSG1",664,1067,535,972,1291,994,833,712
"ENSG00000041880","PARP3",129,217,88,192,263,156,115,113
"ENSG00000041982","TNC",0,0,0,1,0,0,1,2
"ENSG00000041988","THAP3",702,1008,409,927,730,471,391,420
"ENSG00000042062","FAM65C",0,0,0,0,1,1,0,0
"ENSG00000042088","TDP1",1719,2743,1253,2516,2922,1968,1683,1501
"ENSG00000042286","AIFM2",351,459,215,449,648,413,337,279
"ENSG00000042304","C2orf83",0,0,0,0,1,0,0,0
"ENSG00000042317","SPATA7",22,49,23,44,60,46,32,51
"ENSG00000042429","MED17",583,900,415,935,1249,871,990,795
"ENSG00000042445","RETSAT",750,1161,570,1102,1618,1082,925,842
"ENSG00000042493","CAPG",2558,3347,2001,3456,5000,3576,2894,2806
"ENSG00000042753","AP2S1",1113,1894,762,1614,1771,1213,947,876
"ENSG00000042781","USH2A",0,0,0,0,0,0,0,0
"ENSG00000042813","ZPBP",0,0,0,0,0,0,0,0
"ENSG00000042832","TG",120,192,94,173,179,118,105,77
"ENSG00000042980","ADAM28",0,0,0,0,3,1,2,1
"ENSG00000043039","BARX2",68,111,55,101,136,77,47,55
"ENSG00000043093","DCUN1D1",1085,1718,719,1656,1808,1181,2280,1664
"ENSG00000043143","JADE2",968,1413,747,1374,2619,1543,1502,1287
"ENSG00000043355","ZIC2",0,4,2,1,3,4,0,3
"ENSG00000043462","LCP2",3006,4452,2465,4339,8600,6234,5337,4698
"ENSG00000043514","TRIT1",251,289,179,341,441,324,296,347
"ENSG00000043591","ADRB1",3,0,0,0,0,1,0,0
"ENSG00000044012","GUCA2B",0,0,0,0,0,0,0,0
"ENSG00000044090","CUL7",838,1481,565,1251,1116,627,528,504
"ENSG00000044115","CTNNA1",5870,9581,4349,9052,11784,7866,7743,6220
"ENSG00000044446","PHKA2",163,260,112,302,477,266,220,229
"ENSG00000044459","CNTLN",2,15,8,11,17,18,12,20
"ENSG00000044524","EPHA3",5,0,2,4,10,3,1,3
"ENSG00000044574","HSPA5",24474,41650,16813,34914,22446,14802,14678,12767
"ENSG00000046604","DSG2",127,199,103,191,210,140,113,144
"ENSG00000046647","GEMIN8",109,168,91,151,202,149,125,120
"ENSG00000046651","OFD1",371,564,284,517,759,581,696,582
"ENSG00000046653","GPM6B",0,0,0,0,0,0,1,3
"ENSG00000046774","MAGEC2",0,0,0,0,0,0,0,0
"ENSG00000046889","PREX2",0,0,0,0,0,0,0,0
"ENSG00000047056","WDR37",408,641,238,597,912,528,615,499
"ENSG00000047188","YTHDC2",225,301,160,365,631,424,525,387
"ENSG00000047230","CTPS2",214,316,132,255,403,292,234,204
"ENSG00000047249","ATP6V1H",1122,1521,728,1501,1950,1486,1429,1179
"ENSG00000047315","POLR2B",3103,5216,2369,4936,6433,4605,4768,4177
"ENSG00000047346","FAM214A",298,469,201,409,635,367,734,443
"ENSG00000047365","ARAP2",664,1087,379,933,1727,935,1809,1257
"ENSG00000047410","TPR",2149,2025,1796,1669,3883,3862,3343,2781
"ENSG00000047457","CP",0,1,0,1,2,0,1,0
"ENSG00000047578","KIAA0556",142,217,94,169,345,271,222,188
"ENSG00000047579","DTNBP1",303,461,247,422,535,384,311,316
"ENSG00000047597","XK",0,1,2,0,3,2,0,0
"ENSG00000047617","ANO2",0,1,0,2,0,0,0,0
"ENSG00000047621","C12orf4",215,324,159,369,507,377,393,374
"ENSG00000047634","SCML1",248,438,192,354,347,184,336,216
"ENSG00000047644","WWC3",145,176,75,200,382,227,236,201
"ENSG00000047648","ARHGAP6",0,0,0,0,0,0,0,1
"ENSG00000047662","FAM184B",5,12,8,5,10,3,6,8
"ENSG00000047849","MAP4",4137,5400,3746,4828,8449,6838,5044,4673
"ENSG00000047932","GOPC",265,435,189,431,837,562,787,568
"ENSG00000047936","ROS1",0,0,0,0,0,0,0,0
"ENSG00000048028","USP28",1501,2618,1179,2556,2847,1700,1637,1539
"ENSG00000048052","HDAC9",2,19,4,9,20,21,21,13
"ENSG00000048140","TSPAN17",761,1186,550,1157,1540,957,862,887
"ENSG00000048162","NOP16",307,452,237,447,535,367,267,268
"ENSG00000048342","CC2D2A",0,0,0,0,3,0,0,2
"ENSG00000048392","RRM2B",2025,3304,1368,3089,4825,3488,5023,3694
"ENSG00000048405","ZNF800",605,945,357,792,1177,706,1232,940
"ENSG00000048462","TNFRSF17",0,0,0,0,0,0,0,0
"ENSG00000048471","SNX29",336,553,270,703,1253,779,797,739
"ENSG00000048540","LMO3",0,1,0,0,1,0,0,1
"ENSG00000048544","MRPS10",729,1106,501,957,1426,919,997,911
"ENSG00000048545","GUCA1A",2,13,6,8,8,6,2,3
"ENSG00000048649","RSF1",1231,1702,876,1348,2462,1607,1710,1519
"ENSG00000048707","VPS13D",1011,1319,670,1338,2830,1432,2109,1644
"ENSG00000048740","CELF2",1658,2608,1242,2373,3545,2253,2967,2290
"ENSG00000048828","FAM120A",2962,4808,2148,4562,6733,4070,4790,3660
"ENSG00000048991","R3HDM1",708,1065,587,1036,2060,1265,1576,1201
"ENSG00000049089","COL9A2",144,206,107,182,325,245,195,178
"ENSG00000049130","KITLG",2,2,2,1,2,2,4,2
"ENSG00000049167","ERCC8",68,101,42,91,106,62,77,82
"ENSG00000049192","ADAMTS6",16,33,14,21,30,23,35,30
"ENSG00000049239","H6PD",241,379,194,360,1206,657,579,520
"ENSG00000049245","VAMP3",690,1192,502,1052,1182,788,933,813
"ENSG00000049246","PER3",92,159,57,144,201,125,125,106
"ENSG00000049247","UTS2",188,314,135,184,206,145,134,148
"ENSG00000049249","TNFRSF9",280,529,235,426,415,278,309,244
"ENSG00000049283","EPN3",0,3,0,0,0,2,0,0
"ENSG00000049323","LTBP1",8,22,9,15,33,13,17,10
"ENSG00000049449","RCN1",419,633,299,647,898,677,635,591
"ENSG00000049540","ELN",0,0,1,0,0,0,0,1
"ENSG00000049541","RFC2",1053,1596,756,1505,1816,1210,895,1037
"ENSG00000049618","ARID1B",1133,1455,892,1382,2616,1832,1847,1553
"ENSG00000049656","CLPTM1L",883,1380,610,1460,2576,1476,1458,1204
"ENSG00000049759","NEDD4L",360,511,267,614,833,577,476,459
"ENSG00000049768","FOXP3",874,1290,727,1205,1356,824,685,628
"ENSG00000049769","PPP1R3F",127,207,97,202,217,127,89,94
"ENSG00000049860","HEXB",1148,1877,828,1533,1710,1247,1284,1206
"ENSG00000049883","PTCD2",28,52,39,48,125,74,66,50
"ENSG00000050030","KIAA2022",21,27,15,23,62,43,41,30
"ENSG00000050130","JKAMP",466,761,352,741,933,681,718,652
"ENSG00000050165","DKK3",21,27,15,24,74,49,53,47
"ENSG00000050327","ARHGEF5",255,360,229,308,517,320,282,238
"ENSG00000050344","NFE2L3",1377,2093,1128,2003,3189,2376,2898,2319
"ENSG00000050393","MCUR1",635,1065,387,920,946,557,723,603
"ENSG00000050405","LIMA1",888,1218,687,1349,2035,1403,1656,1435
"ENSG00000050426","LETMD1",1006,1978,714,1492,1114,785,663,595
"ENSG00000050438","SLC4A8",27,49,15,37,41,36,28,19
"ENSG00000050555","LAMC3",2,2,0,1,5,1,1,0
"ENSG00000050628","PTGER3",2,2,0,2,5,4,7,2
"ENSG00000050730","TNIP3",45,53,25,68,107,54,57,66
"ENSG00000050748","MAPK9",593,1005,429,962,1446,878,1008,834
"ENSG00000050767","COL23A1",0,3,2,3,0,1,0,0
"ENSG00000050820","BCAR1",17,38,19,41,47,22,34,24
"ENSG00000051009","FAM160A2",562,717,341,684,716,472,396,353
"ENSG00000051108","HERPUD1",7126,10926,4613,10391,9772,6898,7192,6080
"ENSG00000051128","HOMER3",50,77,25,57,66,32,36,42
"ENSG00000051180","RAD51",653,896,497,967,975,762,496,544
"ENSG00000051341","POLQ",341,652,305,508,864,524,606,443
"ENSG00000051382","PIK3CB",1305,2036,863,2036,2359,1381,1812,1470
"ENSG00000051523","CYBA",1779,2127,1156,2111,3041,2234,1534,1646
"ENSG00000051596","THOC3",559,938,370,846,841,561,396,391
"ENSG00000051620","HEBP2",2115,2883,1387,2515,3116,2058,2217,2129
"ENSG00000051825","MPHOSPH9",773,1102,473,1028,1292,798,868,849
"ENSG00000052126","PLEKHA5",179,230,122,244,511,344,434,341
"ENSG00000052344","PRSS8",0,0,0,0,0,1,0,0
"ENSG00000052723","SIKE1",612,1054,446,1033,1211,778,1018,810
"ENSG00000052749","RRP12",389,622,266,626,615,352,331,275
"ENSG00000052795","FNIP2",4038,6463,2889,6676,12324,6905,9729,7068
"ENSG00000052802","MSMO1",4082,7920,2681,5517,6253,4492,5452,5038
"ENSG00000052841","TTC17",1036,1566,659,1330,1564,1073,1132,1002
"ENSG00000052850","ALX4",0,0,0,0,2,0,0,0
"ENSG00000053108","FSTL4",2,4,3,6,15,5,5,3
"ENSG00000053254","FOXN3",3122,4793,2067,4580,5871,3271,4191,3429
"ENSG00000053328","METTL24",0,0,0,0,0,0,0,0
"ENSG00000053371","AKR7A2",512,801,380,699,863,615,400,380
"ENSG00000053372","MRTO4",353,522,252,490,677,429,315,343
"ENSG00000053438","NNAT",48,67,27,64,61,60,40,40
"ENSG00000053501","USE1",304,438,189,365,286,159,111,124
"ENSG00000053524","MCF2L2",29,36,24,27,80,73,87,77
"ENSG00000053702","NRIP2",0,3,0,0,1,0,0,0
"ENSG00000053747","LAMA3",16,3,3,9,41,30,21,16
"ENSG00000053770","AP5M1",562,786,361,796,1130,757,1216,831
"ENSG00000053900","ANAPC4",177,263,116,271,371,293,299,284
"ENSG00000053918","KCNQ1",206,305,138,267,437,257,200,218
"ENSG00000054116","TRAPPC3",1124,1500,822,1646,1933,1226,1234,1201
"ENSG00000054118","THRAP3",2091,2638,1593,2754,4713,3137,3117,2696
"ENSG00000054148","PHPT1",1273,2013,870,1718,1728,1063,718,873
"ENSG00000054179","ENTPD2",16,23,11,19,38,34,26,15
"ENSG00000054219","LY75",228,342,161,321,595,411,772,434
"ENSG00000054267","ARID4B",1432,1713,938,1544,2333,1815,2040,1672
"ENSG00000054277","OPN3",626,879,406,938,1135,767,846,632
"ENSG00000054282","SDCCAG8",148,259,128,189,298,206,200,161
"ENSG00000054356","PTPRN",52,89,25,57,25,23,6,19
"ENSG00000054392","HHAT",11,20,8,26,18,27,15,21
"ENSG00000054523","KIF1B",880,1135,613,1194,2384,1410,1930,1423
"ENSG00000054598","FOXC1",5,17,8,10,20,12,9,15
"ENSG00000054611","TBC1D22A",616,984,535,906,1388,996,748,757
"ENSG00000054654","SYNE2",360,320,253,269,609,448,791,604
"ENSG00000054690","PLEKHH1",4,17,8,10,31,9,10,7
"ENSG00000054793","ATP9A",175,253,154,328,1096,662,699,514
"ENSG00000054796","SPO11",0,0,0,0,0,0,0,0
"ENSG00000054803","CBLN4",0,0,0,0,0,0,0,0
"ENSG00000054938","CHRDL2",4,0,3,0,1,0,0,0
"ENSG00000054965","FAM168A",646,1022,479,872,1723,1013,1049,848
"ENSG00000054967","RELT",362,589,254,501,692,447,353,293
"ENSG00000054983","GALC",477,919,357,750,912,614,670,558
"ENSG00000055044","NOP58",2128,2998,1547,2615,2943,2457,2421,2157
"ENSG00000055070","SZRD1",3849,5704,2739,5647,6829,4244,4172,3848
"ENSG00000055118","KCNH2",62,78,37,92,83,69,52,38
"ENSG00000055130","CUL1",2635,3548,1852,3842,5356,3712,4155,3335
"ENSG00000055147","FAM114A2",264,367,182,349,474,329,343,326
"ENSG00000055163","CYFIP2",4778,8057,3590,7726,14383,8393,7610,6764
"ENSG00000055208","TAB2",5397,7424,3709,7822,13462,8715,11096,9037
"ENSG00000055211","GINM1",736,1224,475,1003,1213,821,896,784
"ENSG00000055332","EIF2AK2",239,210,145,280,1513,1053,1695,1306
"ENSG00000055483","USP36",934,1501,704,1378,1793,1263,1122,935
"ENSG00000055609","KMT2C",1431,1598,1032,1268,2876,1524,2364,1909
"ENSG00000055732","MCOLN3",1,0,0,1,1,0,2,10
"ENSG00000055813","CCDC85A",0,0,0,0,3,0,0,2
"ENSG00000055917","PUM2",3223,5342,2232,5256,6785,4148,5317,4082
"ENSG00000055950","MRPL43",689,913,456,963,805,500,457,486
"ENSG00000055955","ITIH4",0,0,2,1,3,0,2,0
"ENSG00000055957","ITIH1",0,0,0,0,2,0,0,0
"ENSG00000056050","C4orf27",141,235,84,189,220,168,141,148
"ENSG00000056097","ZFR",2428,4003,1891,3490,4941,2996,3714,3085
"ENSG00000056277","ZNF280C",78,138,52,111,209,173,160,161
"ENSG00000056291","NPFFR2",0,0,0,0,0,0,0,0
"ENSG00000056487","PHF21B",0,2,0,2,0,0,2,0
"ENSG00000056558","TRAF1",1571,2382,1236,2374,3603,2209,2066,1729
"ENSG00000056586","RC3H2",1283,2119,830,2082,3417,1790,2931,2178
"ENSG00000056661","PCGF2",411,538,245,559,689,432,457,393
"ENSG00000056736","IL17RB",0,3,1,8,8,6,7,7
"ENSG00000056972","TRAF3IP2",1959,3281,1336,2758,3272,2020,1707,1582
"ENSG00000056998","GYG2",0,0,0,0,0,0,1,0
"ENSG00000057019","DCBLD2",15,26,22,33,85,46,68,34
"ENSG00000057149","SERPINB3",0,0,0,0,1,1,5,0
"ENSG00000057252","SOAT1",865,1282,504,1317,1594,999,1427,1099
"ENSG00000057294","PKP2",1,2,2,5,3,3,1,6
"ENSG00000057468","MSH4",0,0,1,2,7,1,9,1
"ENSG00000057593","F7",0,0,0,0,0,0,0,0
"ENSG00000057608","GDI2",12179,20010,8742,16663,16030,11476,10310,9857
"ENSG00000057657","PRDM1",1123,1436,794,1737,3470,2319,3001,2319
"ENSG00000057663","ATG5",1063,1362,666,1291,1547,921,1306,1137
"ENSG00000057704","TMCC3",112,153,83,199,138,109,146,101
"ENSG00000057757","PITHD1",1852,2893,1352,2839,2568,1830,1537,1472
"ENSG00000057935","MTA3",505,840,364,819,1007,630,609,557
"ENSG00000058056","USP13",296,559,209,543,691,442,524,468
"ENSG00000058063","ATP11B",2898,4550,1869,4260,5205,3334,4605,3671
"ENSG00000058085","LAMC2",57,98,58,57,163,86,74,54
"ENSG00000058091","CDK14",113,143,80,147,283,146,257,153
"ENSG00000058262","SEC61A1",3252,4970,2336,5045,6039,4351,3994,3369
"ENSG00000058272","PPP1R12A",1537,1876,1119,1672,3330,2367,3033,2416
"ENSG00000058335","RASGRF1",0,0,2,0,2,0,0,0
"ENSG00000058404","CAMK2B",5,11,5,7,7,3,2,3
"ENSG00000058453","CROCC",72,80,50,88,180,112,82,78
"ENSG00000058600","POLR3E",806,1212,580,1276,1222,811,812,734
"ENSG00000058668","ATP2B4",4682,7799,3307,7512,16511,9144,10457,8122
"ENSG00000058673","ZC3H11A",3054,4645,2010,4665,6233,3454,5418,4066
"ENSG00000058729","RIOK2",688,1089,505,1062,1049,817,961,779
"ENSG00000058799","YIPF1",929,1494,664,1445,1354,953,785,789
"ENSG00000058804","NDC1",856,1511,611,1385,1535,912,1089,896
"ENSG00000058866","DGKG",32,48,21,54,175,97,65,59
"ENSG00000059122","FLYWCH1",1471,2150,1006,2158,2779,1837,1479,1400
"ENSG00000059145","UNKL",301,440,168,413,498,342,290,261
"ENSG00000059377","TBXAS1",35,47,42,48,107,91,80,60
"ENSG00000059378","PARP12",242,278,160,321,923,627,665,542
